,_step,train_accuracy
0,4,0.2629333436489105
1,5,0.16281667351722717
2,6,0.17586666345596313
3,7,0.14916667342185974
4,8,0.13263332843780518
5,9,0.12440000474452972
6,10,0.194433331489563
7,11,0.13545000553131104
8,12,0.16411666572093964
9,13,0.1353166699409485
10,14,0.170400008559227
11,15,0.16661666333675385
12,16,0.1850166618824005
13,17,0.18546666204929352
14,18,0.16263332962989807
15,19,0.18016666173934937
16,20,0.16638334095478058
17,21,0.13650000095367432
18,22,0.19403333961963654
19,23,0.13838332891464233
20,24,0.16944999992847443
21,25,0.12831667065620422
22,26,0.11683333665132523
23,27,0.15049999952316284
24,28,0.14856666326522827
25,29,0.14891666173934937
26,30,0.1133333370089531
27,31,0.16281667351722717
28,32,0.15389999747276306
29,33,0.13349999487400055
30,34,0.1296166628599167
31,35,0.14666666090488434
32,36,0.19271667301654816
33,37,0.19255000352859497
34,38,0.14478333294391632
35,39,0.1501999944448471
36,40,0.18338333070278168
37,41,0.18176667392253876
38,42,0.17848333716392517
39,43,0.12210000306367874
40,44,0.1775333285331726
41,45,0.13101667165756226
42,46,0.14586666226387024
43,47,0.18976667523384094
44,48,0.18783333897590637
45,49,0.14331667125225067
46,50,0.11053333431482315
47,51,0.15646666288375854
48,52,0.14000000059604645
49,53,0.1774333417415619
50,54,0.16371667385101318
51,55,0.14453333616256714
52,56,0.16359999775886536
53,57,0.16548334062099457
54,58,0.17440000176429749
55,59,0.1315000057220459
56,60,0.15275000035762787
57,61,0.15415000915527344
58,62,0.18665000796318054
59,63,0.18521666526794434
60,64,0.1665666699409485
61,65,0.1570499986410141
62,66,0.1624000072479248
63,67,0.12148333340883255
64,68,0.15513333678245544
65,69,0.12061666697263718
66,70,0.1668500006198883
67,71,0.19300000369548798
68,72,0.16458334028720856
69,73,0.18535000085830688
70,74,0.1688166707754135
71,75,0.13300000131130219
72,76,0.20536667108535767
73,77,0.1354166716337204
74,78,0.15356667339801788
75,79,0.15154999494552612
76,80,0.17203333973884583
77,81,0.15596666932106018
78,82,0.13858333230018616
79,83,0.14221666753292084
80,84,0.1754000037908554
81,85,0.21273332834243774
82,86,0.1878499984741211
83,87,0.17546667158603668
84,88,0.18641667068004608
85,89,0.15919999778270721
86,90,0.1798333376646042
87,91,0.1528666615486145
88,92,0.14193333685398102
89,93,0.12000000476837158
90,94,0.17083333432674408
91,95,0.18773333728313446
92,96,0.1454666703939438
93,97,0.14861667156219482
94,98,0.18263334035873413
95,99,0.1279333382844925
96,100,0.15244999527931213
97,101,0.1761166751384735
98,102,0.1787833422422409
99,103,0.19734999537467957
