,_step,training_loss
0,3,10.407010915938177
1,4,7.154117587806072
2,5,6.141384040427744
3,6,5.8294874336430755
4,7,5.635077339532163
5,8,5.482718431425759
6,9,5.352458983500032
7,10,5.2359035482743925
8,11,5.131768785233411
9,12,5.039412216358246
10,13,4.9545876578630486
11,14,4.878099449705592
12,15,4.807155599420349
13,16,4.740940052596702
14,17,4.678950831565571
15,18,4.621626546273022
16,19,4.568017582929147
17,20,4.5164012137205525
18,21,4.468729381775932
19,22,4.421704218701918
20,23,4.378191730217152
21,24,4.336374539398815
22,25,4.2964824091838745
23,26,4.258849971675157
24,27,4.221660531985415
25,28,4.186292699678917
26,29,4.153184432308773
27,30,4.1221797479055065
28,31,4.090773426323714
29,32,4.060816134926079
30,33,4.0334641271593235
31,34,4.005487357177407
32,35,3.9776710569539127
33,36,3.9534886956598214
34,37,3.9274930514451136
35,38,3.904344495597504
36,39,3.8804726143230837
37,40,3.859130481176182
38,41,3.8379455208139532
39,42,3.8167682751965293
40,43,3.7958685976132704
41,44,3.77627754978045
42,45,3.758054474159069
43,46,3.7383562892451803
44,47,3.7204086080369203
45,48,3.703631089047987
46,49,3.6867317491533416
47,50,3.6689904456736575
48,51,3.6541783911877763
49,52,3.6380879697564588
50,53,3.62286095884963
51,54,3.608111245839159
52,55,3.5941111494618343
53,56,3.5798663231848646
54,57,3.5665281731216085
55,58,3.5521460407416536
56,59,3.5396647491639066
57,60,3.5262629824819287
58,61,3.515133375268018
59,62,3.5014662441077853
60,63,3.4906575480458053
61,64,3.4799321224196293
62,65,3.467771805367669
63,66,3.4562571038514984
64,67,3.445445987572624
65,68,3.436505580893922
66,69,3.4249514636502774
67,70,3.4149156380824084
68,71,3.405153526753858
69,72,3.3974508309032116
70,73,3.386114097229282
71,74,3.3764034625929398
72,75,3.368156012998133
73,76,3.358615359053862
74,77,3.3516941226435883
75,78,3.342883686799584
76,79,3.3327877278752136
77,80,3.3253691646191594
78,81,3.3178610932022043
79,82,3.3093297154445995
80,83,3.3013097601049326
81,84,3.29194450352864
82,85,3.2846859927346084
83,86,3.2769138925456285
84,87,3.2704832760850717
85,88,3.2641266956206687
86,89,3.2574060147214934
87,90,3.251235425025065
88,91,3.2449945317459514
89,92,3.237133905946378
90,93,3.231433739616173
91,94,3.2261991615847374
92,95,3.2205230660760518
93,96,3.2140239251004923
94,97,3.2081296101515955
95,98,3.2015993692228393
96,99,3.1979419065825043
97,100,3.1912936535678877
98,101,3.185799337021152
99,102,3.1790970710823903
100,103,3.175928346852653
