,_step,train_accuracy
0,4,0.017899999395012856
1,5,0.020159998908638954
2,6,0.025459999218583107
3,7,0.029019998386502266
4,8,0.03618000075221062
5,9,0.04580000042915344
6,10,0.05469999834895134
7,11,0.06313999742269516
8,12,0.07146000117063522
9,13,0.07914000004529953
10,14,0.09521999955177307
11,15,0.10227999836206436
12,16,0.11013999581336975
13,17,0.11827999353408813
14,18,0.130280002951622
15,19,0.14399999380111694
16,20,0.15481999516487122
17,21,0.16436000168323517
18,22,0.17469999194145203
19,23,0.18239998817443848
20,24,0.19623999297618866
21,25,0.208639994263649
22,26,0.2215999960899353
23,27,0.2300799936056137
24,28,0.23801998794078827
25,29,0.2495799958705902
26,30,0.26277998089790344
27,31,0.27371999621391296
28,32,0.28233999013900757
29,33,0.29490000009536743
30,34,0.29947999119758606
31,35,0.31727999448776245
32,36,0.3252599835395813
33,37,0.33917999267578125
34,38,0.3503599762916565
35,39,0.3665199875831604
36,40,0.37629997730255127
37,41,0.3895399868488312
38,42,0.3969399929046631
39,43,0.41485998034477234
40,44,0.42311999201774597
41,45,0.4423999786376953
42,46,0.45569998025894165
43,47,0.4718799889087677
44,48,0.48687997460365295
45,49,0.497079998254776
46,50,0.5187599658966064
47,51,0.5246399641036987
48,52,0.5455999970436096
49,53,0.556439995765686
50,54,0.5722000002861023
51,55,0.5891000032424927
52,56,0.602899968624115
53,57,0.612559974193573
54,58,0.6302199959754944
55,59,0.6509799957275391
56,60,0.66211998462677
57,61,0.6770600080490112
58,62,0.7026599645614624
59,63,0.7008000016212463
60,64,0.7254999876022339
61,65,0.7289599776268005
62,66,0.751259982585907
63,67,0.7681599855422974
64,68,0.7800999879837036
65,69,0.7946799993515015
66,70,0.8007000088691711
67,71,0.8116999864578247
68,72,0.8326199650764465
69,73,0.8455399870872498
70,74,0.8605599999427795
71,75,0.8582399487495422
72,76,0.8738799691200256
73,77,0.8835399746894836
74,78,0.8933199644088745
75,79,0.9049399495124817
76,80,0.9091399908065796
77,81,0.9160199761390686
78,82,0.9325000047683716
79,83,0.9398799538612366
80,84,0.9443599581718445
81,85,0.9497399926185608
82,86,0.9467200040817261
83,87,0.9573400020599365
84,88,0.9628599882125854
85,89,0.9669199585914612
86,90,0.9712199568748474
87,91,0.9699399471282959
88,92,0.9714399576187134
89,93,0.9836199879646301
90,94,0.9846999645233154
91,95,0.9850199818611145
92,96,0.9882999658584595
93,97,0.9903599619865417
94,98,0.9914799928665161
95,99,0.9916200041770935
96,100,0.9898999929428101
97,101,0.9940599799156189
98,102,0.9936999678611755
99,103,0.9948999881744385
