,_step,train_ppl
0,4,251.4226557531124
1,5,160.8762257308228
2,6,123.83109450640164
3,7,95.08398351498381
4,8,78.93595325397193
5,9,67.8972601427421
6,10,55.097690384049486
7,11,47.07835138039569
8,12,41.66807800828657
9,13,35.390557865917906
10,14,30.416310693182684
11,15,26.565974811718334
12,16,22.783764541725265
13,17,19.218899903176546
14,18,16.583369386108895
15,19,14.429392581505098
16,20,12.95271087457819
17,21,11.290837328452675
18,22,9.803408332515296
19,23,8.629653759541988
20,24,7.677566637796149
21,25,6.9079403145654235
22,26,6.1453705263089144
23,27,5.541679225916126
24,28,5.046585181287571
25,29,4.669213755849822
26,30,4.311103580649478
27,31,3.981932564374132
28,32,3.716675782348406
29,33,3.4921700513306924
30,34,3.3103398220509765
31,35,3.1041679062449385
32,36,2.95450067350185
33,37,2.8123828752252518
34,38,2.7142918584720452
35,39,2.6016330608558182
36,40,2.523897557691426
37,41,2.4569440981909776
38,42,2.371291594897228
39,43,2.33270246279145
40,44,2.269366854136879
41,45,2.212499985335688
42,46,2.1850151599368317
43,47,2.1689726896155204
44,48,2.107327080169246
45,49,2.082222325060085
46,50,2.0703824843423284
47,51,2.0552561200677815
48,52,2.026078626590011
49,53,2.003444830245629
50,54,2.0033641622758243
51,55,1.9702183982548702
52,56,1.972130560409145
53,57,1.9593256748459678
54,58,1.9531731575254772
55,59,1.9363675602979442
56,60,1.928578211382621
57,61,1.9272132397256034
58,62,1.913797062855947
59,63,1.9142630519753667
60,64,1.9023866261287699
61,65,1.8948330537356886
62,66,1.8957582148055478
63,67,1.8923674043207528
64,68,1.8884772923451605
65,69,1.877388557620186
66,70,1.8741955588565247
67,71,1.863789453700622
68,72,1.8733975740008773
69,73,1.8775899021180353
70,74,1.867954401451731
71,75,1.861098603191624
72,76,1.8580032692225494
73,77,1.8568426396534814
74,78,1.8587133741685697
75,79,1.8525554080866036
76,80,1.8602684260889555
77,81,1.8438427429132969
78,82,1.8440544873014784
79,83,1.8528399253660561
80,84,1.8580910186989323
81,85,1.8475790441148108
82,86,1.8456727283326002
83,87,1.843979941769687
84,88,1.8431449713476566
85,89,1.8589161396874263
86,90,1.844662997357416
87,91,1.8331106424466992
88,92,1.8361824936345208
89,93,1.8336490309562663
90,94,1.8253651460529041
91,95,1.833703600050233
92,96,1.8310417189107622
93,97,1.8321285879177807
94,98,1.838950690824294
95,99,1.8348128536359007
96,100,1.832541754168756
97,101,1.8285804623033202
98,102,1.8237699976079094
99,103,1.8290854328693933
