,_step,training_loss
0,3,7.23958651184121
1,4,2.5821960728491664
2,5,3.640981041257034
3,6,2.3172485395465667
4,7,2.3080090970334495
5,8,2.308639544050407
6,9,2.3088209671742472
7,10,2.309281159544845
8,11,2.3095446632951115
9,12,2.3093447313284323
10,13,2.3091559635708703
11,14,2.3099742966234835
12,15,2.309960494565842
13,16,2.309226426322137
14,17,2.3097593455058534
15,18,2.310432272493992
16,19,2.3101445287084945
17,20,2.3099278324400374
18,21,2.310479630594668
19,22,2.310198241182605
20,23,2.3100233328007067
21,24,2.3099180322778805
22,25,2.3100720592167066
23,26,2.3093062160569993
24,27,2.3983115771847308
25,28,14.359155762226075
26,29,2.3081403394489337
27,30,2.3081840493185135
28,31,2.3092542554411435
29,32,2.3085387003086413
30,33,2.3090023031015225
31,34,2.3093186065059186
32,35,2.3090745933220513
33,36,2.3098016187662966
34,37,2.3102778967689064
35,38,2.309387596062077
36,39,2.309848079291146
37,40,2.3099719551213256
38,41,2.3100116917544313
39,42,2.30990917298495
40,43,2.311297354490861
41,44,2.3098114347823744
42,45,2.3100225333972357
43,46,2.3103148315263833
44,47,2.3103727269965364
45,48,2.3094823140927287
46,49,2.31010384998663
47,50,2.310024227937469
48,51,2.3100825874396906
49,52,2.310278094333151
50,53,2.3097589040351343
51,54,2.3098512019037893
52,55,2.3100572394592986
53,56,2.309609191801847
54,57,2.3103174815702316
55,58,2.310832909001109
56,59,2.3100166235433517
57,60,2.3097892234392483
58,61,2.3094699687665075
59,62,2.31009826574789
60,63,2.309511371280836
61,64,2.309754145419811
62,65,2.3099190859538514
63,66,2.310343577733735
64,67,2.3097690944476508
65,68,2.3099743746735557
66,69,2.310356068794075
67,70,2.3094059853907436
68,71,2.309610660118825
69,72,2.3103778892770754
70,73,2.3101466616706166
71,74,2.309869008295981
72,75,2.3099526499238467
73,76,2.309847270131416
74,77,2.3093080038914593
75,78,2.310095333382297
76,79,2.3100757873271736
77,80,2.3097186997113632
78,81,2.3106590396607927
79,82,2.309764803522993
80,83,2.3099062826932237
81,84,2.3103772008510504
82,85,2.3101960570001236
83,86,2.309958703682551
84,87,2.309907356491479
85,88,2.310382151542722
86,89,2.3095353283845554
87,90,2.31004258616806
88,91,2.3101997905984866
89,92,2.310239060150693
90,93,2.310263335552362
91,94,2.3099670452839884
92,95,2.310418757636224
93,96,2.3103165748479118
94,97,2.3097708883797727
95,98,2.31024058456616
96,99,2.3102045601896006
97,100,2.3104479081185576
98,101,2.3101402335154737
99,102,2.3100551827179503
100,103,2.310336278832477
