,_step,train_ppl
0,4,167.48766738124297
1,5,103.31063286296536
2,6,78.14219128017118
3,7,65.08148719143068
4,8,56.177148960314604
5,9,50.044386510026904
6,10,45.171175853120126
7,11,41.94169877009496
8,12,39.05785020030276
9,13,36.724306977297935
10,14,34.35774158460142
11,15,32.96511719883976
12,16,31.487777094905827
13,17,30.681385762642773
14,18,28.98518172228657
15,19,28.076030692723734
16,20,27.189685646382568
17,21,26.88057045366972
18,22,25.602905162390808
19,23,24.98709454279599
20,24,24.725161822318615
21,25,24.195847532926667
22,26,23.630202606502664
23,27,23.265208986553528
24,28,22.789107211346455
25,29,22.49272578369428
26,30,22.260741730894647
27,31,21.95975361952626
28,32,21.477034346467498
29,33,21.013912044289757
30,34,21.257751870614385
31,35,20.9974645437992
32,36,20.469054748654653
33,37,20.28271717190857
34,38,20.189225540011957
35,39,19.801385405136546
36,40,19.790196006970213
37,41,19.631061290020273
38,42,19.352356633581056
39,43,19.1987853956782
40,44,19.28225225224529
41,45,18.936075236327657
42,46,19.148841553291252
43,47,18.48879840441301
44,48,18.368485375214036
45,49,18.47858910911018
46,50,18.405174706619377
47,51,18.19604756045941
48,52,18.144260004109142
49,53,17.922554665194134
50,54,17.76961132726539
51,55,17.768917248382905
52,56,17.636016716082764
53,57,17.82362562045316
54,58,17.422940864899992
55,59,17.357643173099106
56,60,17.344970062064192
57,61,17.06622795908444
58,62,16.928605696499904
59,63,16.951595680595883
60,64,16.893832162661067
61,65,16.9135359497656
62,66,16.603950029732705
63,67,16.633365325193903
64,68,16.587177013394353
65,69,16.51211330672974
66,70,16.42375166378511
67,71,16.734761589865915
68,72,16.47954910148912
69,73,16.331882235441125
70,74,16.130544539011158
71,75,15.994876363488638
72,76,16.341982240705473
73,77,15.935868904720982
74,78,16.010529884379643
75,79,15.897385243110644
76,80,15.909247098260025
77,81,16.021761773750313
78,82,15.81915471251766
79,83,15.832142504817673
80,84,15.625537456145624
81,85,15.759874908769703
82,86,15.60277960365515
83,87,15.534337307669183
84,88,15.746761849109738
85,89,15.358941672305562
86,90,15.324091676283235
87,91,15.410766494039068
88,92,15.20688350137243
89,93,15.33757808810724
90,94,15.392749050021848
91,95,15.130992264796438
92,96,15.072455248766516
93,97,15.03191603595002
94,98,15.126022397410738
95,99,14.948411736767639
96,100,15.046317987415012
97,101,14.933867302368977
98,102,15.017837193704048
99,103,15.009425167257424
