,_step,train_accuracy
0,4,0.27193334698677063
1,5,0.16378334164619446
2,6,0.16910000145435333
3,7,0.19105000793933868
4,8,0.12915000319480896
5,9,0.13633333146572113
6,10,0.16019999980926514
7,11,0.15511666238307953
8,12,0.13410000503063202
9,13,0.11261666566133499
10,14,0.15816666185855865
11,15,0.17113333940505981
12,16,0.10983333736658096
13,17,0.1601666659116745
14,18,0.13473333418369293
15,19,0.10651666671037674
16,20,0.11631666868925095
17,21,0.1614166647195816
18,22,0.1616000086069107
19,23,0.12248333543539047
20,24,0.10793333500623703
21,25,0.18658334016799927
22,26,0.14650000631809235
23,27,0.18271666765213013
24,28,0.13500000536441803
25,29,0.15181666612625122
26,30,0.19688333570957184
27,31,0.1616666615009308
28,32,0.1446666717529297
29,33,0.1439666748046875
30,34,0.15029999613761902
31,35,0.12626667320728302
32,36,0.11826666444540024
33,37,0.13806666433811188
34,38,0.12759999930858612
35,39,0.17776666581630707
36,40,0.15379999577999115
37,41,0.14959999918937683
38,42,0.14721666276454926
39,43,0.12870000302791595
40,44,0.1074666678905487
41,45,0.16404999792575836
42,46,0.16848333179950714
43,47,0.1125333309173584
44,48,0.11406666785478592
45,49,0.16824999451637268
46,50,0.179216668009758
47,51,0.12314999848604202
48,52,0.17563334107398987
49,53,0.19416667520999908
50,54,0.11568333208560944
51,55,0.14505000412464142
52,56,0.196233332157135
53,57,0.15808333456516266
54,58,0.15039999783039093
55,59,0.1413833349943161
56,60,0.13208334147930145
57,61,0.11873333156108856
58,62,0.14846666157245636
59,63,0.1200166717171669
60,64,0.16169999539852142
61,65,0.1802833378314972
62,66,0.14278332889080048
63,67,0.14381666481494904
64,68,0.14014999568462372
65,69,0.15658333897590637
66,70,0.15166667103767395
67,71,0.13838332891464233
68,72,0.12458333373069763
69,73,0.11479999870061874
70,74,0.16089999675750732
71,75,0.1454833298921585
72,76,0.19611667096614838
73,77,0.15733332931995392
74,78,0.10885000228881836
75,79,0.11385000497102737
76,80,0.10520000010728836
77,81,0.15960000455379486
78,82,0.10866666585206985
79,83,0.15353333950042725
80,84,0.11403333395719528
81,85,0.14311666786670685
82,86,0.10965000092983246
83,87,0.15045000612735748
84,88,0.18133333325386047
85,89,0.16286666691303253
86,90,0.15115000307559967
87,91,0.14606666564941406
88,92,0.1813666671514511
89,93,0.12431667000055313
90,94,0.16136667132377625
91,95,0.13966666162014008
92,96,0.17470000684261322
93,97,0.09671666473150253
94,98,0.16421666741371155
95,99,0.14426666498184204
96,100,0.17571666836738586
97,101,0.15868332982063293
98,102,0.1485166698694229
99,103,0.1116499975323677
