,_step,train_ppl
0,4,674.9556145289389
1,5,405.24011295797163
2,6,313.3330710575037
3,7,260.7285028669151
4,8,228.1051444670613
5,9,202.7338247351371
6,10,183.1158992514387
7,11,167.87155578773965
8,12,156.6076277253769
9,13,145.25975591461946
10,14,135.28163251741304
11,15,127.24938630898146
12,16,120.29140488626187
13,17,113.97330162959636
14,18,108.16968634050549
15,19,102.86279919296229
16,20,98.41249137020873
17,21,93.58216167293
18,22,90.638685257192
19,23,85.76033271290954
20,24,83.23825906280938
21,25,79.84536495336712
22,26,76.81114166521911
23,27,72.93603283087008
24,28,71.75665946874953
25,29,68.43370589633636
26,30,66.41080201978583
27,31,64.36937426316578
28,32,61.22137615160358
29,33,59.65773327172755
30,34,57.84678083079235
31,35,56.019759547225995
32,36,53.9477925018402
33,37,52.63901291430616
34,38,50.17195509801154
35,39,48.745765065962026
36,40,47.13479546719703
37,41,45.87195196313553
38,42,44.74507619832127
39,43,42.73419690352808
40,44,41.3174036321558
41,45,40.60075942256583
42,46,39.803054564520934
43,47,38.281260054727
44,48,36.85231376750521
45,49,35.50476501148287
46,50,35.04694001929292
47,51,33.672017509806516
48,52,32.94724795863424
49,53,31.666362786850947
50,54,30.947730318468057
51,55,29.920995810110256
52,56,29.522199533192964
53,57,28.185300036176482
54,58,27.648855800533397
55,59,26.720083640213108
56,60,26.118346959066614
57,61,25.265689302431888
58,62,24.573269894388048
59,63,24.00010007719998
60,64,23.11471172538428
61,65,22.569729444007613
62,66,21.861874416947554
63,67,21.09708170439432
64,68,20.792333885743986
65,69,20.21077741747285
66,70,19.896572114564638
67,71,19.06762018604733
68,72,18.54341887270931
69,73,17.90263325646279
70,74,17.632908514659693
71,75,16.984882731671497
72,76,16.703786051926826
73,77,16.16978284420507
74,78,15.8362351214012
75,79,15.355378937314752
76,80,15.029944141454036
77,81,14.543654989424715
78,82,14.202251259092982
79,83,13.833174516232674
80,84,13.531229225762994
81,85,13.139782273412512
82,86,12.892051461615928
83,87,12.574002203894258
84,88,12.118703359973898
85,89,11.957004478418805
86,90,11.57327394650695
87,91,11.388377271586926
88,92,11.06701134906237
89,93,10.763786718622478
90,94,10.553231462728885
91,95,10.230708712634403
92,96,10.013399255043137
93,97,9.797136328942077
94,98,9.620817410079402
95,99,9.32614910336107
96,100,9.069397193654144
97,101,8.93423721527098
98,102,8.883545083454955
99,103,8.519639008997714
