,_step,training_loss
0,3,2.30746686738183
1,4,41.551703247180114
2,5,42.38336931566185
3,6,42.06792344823321
4,7,43.244014060827716
5,8,45.20137298437578
6,9,46.259822934929495
7,10,45.12035265761906
8,11,41.33603293860136
9,12,40.63927515839209
10,13,40.97394379776424
11,14,41.65689258534771
12,15,44.409359291418276
13,16,42.05207452794382
14,17,42.80354384115256
15,18,36.79829990533369
16,19,22.439253787750374
17,20,35.3978687054567
18,21,25.033331214237823
19,22,31.922110642959822
20,23,41.399599384397334
21,24,41.876852352736094
22,25,36.84135854066308
23,26,39.6316868064246
24,27,37.75696896591675
25,28,33.83638431776816
26,29,34.92757516629152
27,30,42.01799784337025
28,31,34.279484360456976
29,32,32.6881877638892
30,33,32.802888668930606
31,34,34.56432736809574
32,35,41.52355382589897
33,36,37.756391781479564
34,37,38.229981894177925
35,38,35.163954852740645
36,39,29.992267112487923
37,40,38.67496595403025
38,41,31.650656744869533
39,42,32.519472494308374
40,43,40.782799730931266
41,44,38.2544531669698
42,45,35.3388444457227
43,46,34.591838781767564
44,47,31.4463623124145
45,48,38.0919457701986
46,49,42.81050620658566
47,50,27.710133907383184
48,51,22.94728473102106
49,52,22.092752019479583
50,53,26.557204862647474
51,54,26.773406128385172
52,55,25.32212652275557
53,56,32.227066469090836
54,57,38.63662508860834
55,58,37.50838653873533
56,59,38.73740971978031
57,60,43.42578968462914
58,61,41.148237543573764
59,62,45.160954941056175
60,63,34.04589528773131
61,64,41.36357894889327
62,65,41.86744546788588
63,66,44.49516834226498
64,67,31.727651331724644
65,68,38.59147629198998
66,69,45.77666045963637
67,70,38.445649779427534
68,71,37.39459913371723
69,72,37.08994876296281
70,73,38.70823451857577
71,74,30.877912862976984
72,75,39.2142518110621
73,76,42.629397892494445
74,77,43.71181900008147
75,78,36.34218181170888
76,79,32.79753201653454
77,80,29.22448750599615
78,81,36.96565906833738
79,82,41.2834685250386
80,83,39.1372687882706
81,84,35.76497242648973
82,85,43.66843295148187
83,86,38.53374102578234
84,87,37.87351353285409
85,88,42.44168322833616
86,89,42.86365724169115
87,90,38.68930396138986
88,91,31.156930193463875
89,92,35.58366060765313
90,93,46.44813983323478
91,94,41.120667587719495
92,95,35.29750027890399
93,96,30.828940019424536
94,97,42.24484251912977
95,98,37.704470030534495
96,99,29.854742011535905
97,100,41.51437442795808
98,101,41.7659654068286
99,102,38.70952155595141
100,103,35.71684594347533
