,_step,training_loss
0,3,9.915364138610528
1,4,1.580920430552929
2,5,1.0614900785638852
3,6,0.856763003884679
4,7,0.7260818611782835
5,8,0.614869615992012
6,9,0.5194122928487676
7,10,0.4403390864963117
8,11,0.36756925669777424
9,12,0.29710066055550294
10,13,0.2401795047513969
11,14,0.19940214066782877
12,15,0.16359827604592608
13,16,0.14254564690925275
14,17,0.1201143461563017
15,18,0.11349731836172626
16,19,0.09511315098265781
17,20,0.09139603309933562
18,21,0.08474896556180914
19,22,0.07502451970877931
20,23,0.09669225449052156
21,24,0.09321732387003843
22,25,0.059585225536747624
23,26,0.059467988233427374
24,27,0.05672905671581759
25,28,0.05819574956093793
26,29,0.05230419747317043
27,30,0.054509275588695234
28,31,0.04997950048445512
29,32,0.04726859998753499
30,33,0.04934219321321763
31,34,0.045494794575235496
32,35,0.040929647269146635
33,36,0.04330240811764374
34,37,0.12263118998740641
35,38,0.023135684997193477
36,39,0.036523171736265694
37,40,0.03111885884530185
38,41,0.03883535586311804
39,42,0.03458791886887434
40,43,0.030432779987430787
41,44,0.03377873505241788
42,45,0.030949787121525754
43,46,0.03305219727314656
44,47,0.030734391122296586
45,48,0.028524538734630036
46,49,0.032587859366336826
47,50,0.02932642185864041
48,51,0.025966067042480438
49,52,0.02923119033265816
50,53,0.02307039893963529
51,54,0.02883533547412666
52,55,0.026046786385396606
53,56,0.02454816841828825
54,57,0.023598261908336263
55,58,0.02499464133922892
56,59,0.030623530723092617
57,60,0.02386744940966663
58,61,0.02013990406461758
59,62,0.01762362998044428
60,63,0.01870152588548583
61,64,0.025935801595528052
62,65,0.02090835860258092
63,66,0.018633617698820843
64,67,0.020536821328110688
65,68,0.020822795510352793
66,69,0.021455840732807905
67,70,0.019656191809850808
68,71,0.0208750360336749
69,72,0.019128326487089113
70,73,0.01350884742011293
71,74,0.020651943014894168
72,75,0.016040011571356705
73,76,0.017841258345891144
74,77,0.019151290986955505
75,78,0.09474764726168769
76,79,0.007730954212655821
77,80,0.008138856547560854
78,81,0.011579041899827397
79,82,0.014206522886710994
80,83,0.015129679980118523
81,84,0.016581839483576385
82,85,0.011637106041416235
83,86,0.01586871504192026
84,87,0.017282611605718128
85,88,0.012522259075931498
86,89,0.01628088793797565
87,90,0.013569743197579223
88,91,0.014302129229332548
89,92,0.012718635169728754
90,93,0.0165860947414898
91,94,0.015347489548358493
92,95,0.009780374458333588
93,96,0.015456695016748939
94,97,0.011972069194803283
95,98,0.012440525017173477
96,99,0.015397180988759402
97,100,0.012260779357955033
98,101,0.010181333780634965
99,102,0.014059969751691536
100,103,0.012727629975936806
