,_step,train_ppl
0,4,16742.133346230752
1,5,1033.0607577369428
2,6,1121.9774655661608
3,7,798.8128830027864
4,8,772.8201070731609
5,9,778.6656613634641
6,10,809.1553672845176
7,11,842.7960014894433
8,12,928.7594714489077
9,13,1.0052547256385729e+46
10,14,4.0262230501162047e+31
11,15,2.114842267103181e+16
12,16,186552291831.87738
13,17,12771695.54383237
14,18,234087564913.18427
15,19,75800949.67037234
16,20,1247387.7640357635
17,21,220397.3383667087
18,22,24585281.647330925
19,23,58229.58958707664
20,24,17403598.639435206
21,25,195535.08208496452
22,26,5013.332597888206
23,27,2050757.8058167766
24,28,40111.43166353928
25,29,18082.94163430593
26,30,6233.225782535705
27,31,11751.279112301445
28,32,12686.9002884668
29,33,3039.1615197467004
30,34,23178.0188297763
31,35,3903.518487637738
32,36,10606.686283838002
33,37,49060.28686436715
34,38,46059.72784903315
35,39,125960.0501314751
36,40,918314.702626992
37,41,40726.78058091367
38,42,1162.6240734403377
39,43,2339.1783446098807
40,44,29066.359883251887
41,45,4596.110565491861
42,46,4080.064853720978
43,47,7410.642943508948
44,48,703519.5239379145
45,49,105205.0251079353
46,50,17606.65235425337
47,51,5211.812684034613
48,52,8312.565712282381
49,53,323210.74643572234
50,54,52260612.1910849
51,55,9307.006464714304
52,56,14800.407061212367
53,57,1278.9372150454967
54,58,364085.057519061
55,59,18939.289895903177
56,60,2736.156825528451
57,61,1133.909402202721
58,62,1070.1958150778441
59,63,118124468.00833885
60,64,1041.7765917693973
61,65,5885.3031785435705
62,66,6867111.726884097
63,67,623065.1273628805
64,68,2686765429432067.5
65,69,53400667534.88141
66,70,1966083.915783084
67,71,24885.385185229174
68,72,5848.1443229313845
69,73,4875950.674583929
70,74,2059.572969885023
71,75,934.5559845199028
72,76,50705.32753727541
73,77,1479.8750840388702
74,78,1101.613185325878
75,79,116716.9181211386
76,80,14488.145014115982
77,81,135673.28549042967
78,82,4054.9602615870076
79,83,1144.094819210345
80,84,1414.9019524802857
81,85,940.3239306386738
82,86,2677296202132.152
83,87,3175854.907130109
84,88,3353.701786775415
85,89,21365.089914975382
86,90,1318.9822189453723
87,91,2483.320141611628
88,92,1068.0574247016168
89,93,2377.98089750785
90,94,457965.2772013443
91,95,1128.5185936904843
92,96,3.020181774537271e+22
93,97,2.125320417773298e+22
94,98,19661.011540831983
95,99,1781.8496765407617
96,100,1706.890026995448
97,101,967.8312395048479
98,102,1169.8396978205958
99,103,26264263019.42625
