,_step,train_accuracy
0,4,0.10501667112112045
1,5,0.101583331823349
2,6,0.11236666887998581
3,7,0.13368333876132965
4,8,0.10085000097751617
5,9,0.10223333537578583
6,10,0.10441666841506958
7,11,0.09965000301599503
8,12,0.0992666706442833
9,13,0.09743333607912064
10,14,0.09950000047683716
11,15,0.10003333538770676
12,16,0.09975000470876694
13,17,0.10010000318288803
14,18,0.09923333674669266
15,19,0.0981166660785675
16,20,0.09736666828393936
17,21,0.09933333098888397
18,22,0.09915000200271606
19,23,0.09965000301599503
20,24,0.09915000200271606
21,25,0.09776666760444641
22,26,0.09146666526794434
23,27,0.09888333082199097
24,28,0.09796667098999023
25,29,0.09933333098888397
26,30,0.0986500009894371
27,31,0.09923333674669266
28,32,0.09925000369548798
29,33,0.0981166660785675
30,34,0.10028333216905594
31,35,0.11326666921377182
32,36,0.10036666691303253
33,37,0.10506666451692581
34,38,0.10473333299160004
35,39,0.10050000250339508
36,40,0.09751667082309723
37,41,0.09086667001247406
38,42,0.10538333654403687
39,43,0.09910000115633011
40,44,0.09111666679382324
41,45,0.09883333742618561
42,46,0.10518333315849304
43,47,0.09125000238418579
44,48,0.10528333485126495
45,49,0.09991666674613953
46,50,0.0975833311676979
47,51,0.09138333797454834
48,52,0.10521666705608368
49,53,0.0992666706442833
50,54,0.09933333098888397
51,55,0.10060000419616699
52,56,0.09925000369548798
53,57,0.11299999803304672
54,58,0.10545000433921814
55,59,0.09870000183582306
56,60,0.09823333472013474
57,61,0.09163333475589752
58,62,0.09888333082199097
59,63,0.09841667115688324
60,64,0.09823333472013474
61,65,0.10301666706800461
62,66,0.09806666523218155
63,67,0.09130000323057175
64,68,0.09808333218097687
65,69,0.0992666706442833
66,70,0.10273333638906479
67,71,0.10021666437387466
68,72,0.09933333098888397
69,73,0.10556666553020477
70,74,0.10453333705663681
71,75,0.09826666861772537
72,76,0.09885000437498093
73,77,0.1051499992609024
74,78,0.09803333133459091
75,79,0.11256666481494904
76,80,0.11346666514873505
77,81,0.10506666451692581
78,82,0.10029999911785126
79,83,0.09921666979789734
80,84,0.10050000250339508
81,85,0.10533333569765091
82,86,0.09991666674613953
83,87,0.09911666810512543
84,88,0.11340000480413437
85,89,0.0913500040769577
86,90,0.09848333150148392
87,91,0.09804999828338623
88,92,0.10540000349283218
89,93,0.10041666775941849
90,94,0.09104999899864197
91,95,0.11258333176374435
92,96,0.0914333313703537
93,97,0.0980166643857956
94,98,0.0997999981045723
95,99,0.1005166694521904
96,100,0.09844999760389328
97,101,0.10508333146572113
98,102,0.10023333132266998
99,103,0.09848333150148392
