,_step,train_ppl
0,4,7673.7818624139345
1,5,5322.237695724633
2,6,3954.3295907214238
3,7,3232.2381559853807
4,8,2823.3531863543994
5,9,2556.805382367548
6,10,2358.2812166805766
7,11,2195.5178932319
8,12,2053.9786782690844
9,13,1926.977347452855
10,14,1811.5234421775613
11,15,1706.3069037597063
12,16,1610.537094568963
13,17,1523.3650407300927
14,18,1443.7703143538895
15,19,1370.7743998688584
16,20,1303.6871308567695
17,21,1241.972814488842
18,22,1185.104168256586
19,23,1132.6162631946256
20,24,1083.983971008814
21,25,1038.9104977572624
22,26,996.9440401248992
23,27,958.0213949110508
24,28,921.8753951624653
25,29,888.3477346799733
26,30,857.2464588613291
27,31,828.4203608672717
28,32,801.6775881049211
29,33,776.8162092992421
30,34,753.6613612079891
31,35,732.0731919139363
32,36,711.8928133195287
33,37,692.9818501217437
34,38,675.2288075192168
35,39,658.5457072927957
36,40,642.8326465758413
37,41,627.9995815704733
38,42,613.96846936109
39,43,600.6449863087669
40,44,588.026169889509
41,45,576.0361951657162
42,46,564.6014768270143
43,47,553.6972122822332
44,48,543.2506013040494
45,49,533.2250136163248
46,50,523.5739574594829
47,51,514.2464232362363
48,52,505.2454348013342
49,53,496.5755409751844
50,54,488.2003513183707
51,55,480.1590738239288
52,56,472.4727379234521
53,57,465.18702568818304
54,58,458.31570600514914
55,59,451.8188728857681
56,60,445.63944398331745
57,61,439.82213912786943
58,62,434.2832317530668
59,63,429.0214138013874
60,64,423.9758509566618
61,65,419.14108730438227
62,66,414.4989984932451
63,67,410.0286115067398
64,68,405.739061870271
65,69,401.5971551473938
66,70,397.5660790563405
67,71,393.6923592731189
68,72,389.8760453630336
69,73,386.20218212566556
70,74,382.6161788945509
71,75,379.16346372629476
72,76,375.78160308753803
73,77,372.4589787730124
74,78,369.2320058733284
75,79,366.092019120676
76,80,363.01158649738574
77,81,360.0238799623554
78,82,357.0792113555973
79,83,354.18347272489274
80,84,351.41233655325414
81,85,348.6256944613809
82,86,345.9275995647144
83,87,343.30587182012096
84,88,340.75241243256164
85,89,338.1860790882498
86,90,335.7040478200568
87,91,333.2650407704376
88,92,330.9091562749089
89,93,328.5510817583715
90,94,326.2616113352763
91,95,324.04094696766913
92,96,321.83179302616895
93,97,319.66931497132634
94,98,317.54321471298357
95,99,315.46250832425704
96,100,313.43581735397544
97,101,311.44331270516983
98,102,309.4819522206089
99,103,307.5875771789862
