,_step,train_ppl
0,4,190.1295927100612
1,5,107.7769303274742
2,6,76.01070404002084
3,7,1196.932908079273
4,8,744.8414851445237
5,9,729.7358300892987
6,10,718.3568273570065
7,11,711.3188582419895
8,12,709.0448055894676
9,13,708.2293865386391
10,14,708.8435911463381
11,15,707.0771989516429
12,16,707.0822302854011
13,17,707.2003262050265
14,18,708.3163045846915
15,19,707.9842171610809
16,20,712.2064222762997
17,21,709.5362552167068
18,22,712.0184905176657
19,23,711.412995755079
20,24,717.5343481504859
21,25,722.1081665754867
22,26,719.3863265505886
23,27,711.2244314569058
24,28,712.8393178053979
25,29,716.308420833816
26,30,725.3898718564826
27,31,715.141438062384
28,32,719.2968666523159
29,33,737.5523272817095
30,34,724.5204187196014
31,35,770.4834248320954
32,36,727.1906811810946
33,37,732.2923183760079
34,38,724.7761484144385
35,39,705.4761571031918
36,40,727.5003790424356
37,41,750.5873633234927
38,42,732.9370551985877
39,43,733.5311224704309
40,44,728.0277491269865
41,45,730.4725784996845
42,46,730.6535182253223
43,47,730.8824701434613
44,48,729.6534391164154
45,49,756.8559322732334
46,50,728.337303493733
47,51,747.904618085885
48,52,732.1787680730114
49,53,741.4839475385655
50,54,734.1827715328405
51,55,729.7928589985348
52,56,728.9000140147978
53,57,730.6725284089288
54,58,728.5738400492535
55,59,730.5575551761469
56,60,731.3891286668102
57,61,754.3931162187222
58,62,730.5385622314958
59,63,730.0396630504381
60,64,730.5343948766955
61,65,730.4027330308475
62,66,729.0285304813174
63,67,723.9623207923048
64,68,731.2400695374073
65,69,737.371739374067
66,70,726.2094595755984
67,71,730.3730900419893
68,72,726.2715246134634
69,73,729.3959901010854
70,74,732.2568094434778
71,75,729.284754538292
72,76,731.5004450279806
73,77,729.6647150155835
74,78,731.3142930605974
75,79,731.2673620402358
76,80,733.7075461720062
77,81,737.0084469792212
78,82,736.1209816696503
79,83,749.7233440331777
80,84,753.123519027963
81,85,768.5535069262442
82,86,730.4658448920053
83,87,736.9854955884124
84,88,786.8150895998833
85,89,732.1434073639447
86,90,741.2852738325624
87,91,737.2389380855727
88,92,748.3398491881118
89,93,737.0377780029305
90,94,742.6463289400141
91,95,739.4597665844921
92,96,738.9337220801749
93,97,746.7940032215732
94,98,753.0364185778981
95,99,742.6368174663793
96,100,775.5785079892933
97,101,756.2024805999371
98,102,751.8328074755196
99,103,749.3363698078427
