,_step,train_ppl
0,4,164.7923687420041
1,5,104.05958517526878
2,6,79.4466267378434
3,7,66.14695304364645
4,8,57.87760454865145
5,9,51.966829420888615
6,10,46.951801336072
7,11,43.198086083258445
8,12,40.034495988978264
9,13,37.50798772754827
10,14,35.40934652027302
11,15,33.473290213361935
12,16,32.22950227918943
13,17,31.09689657963688
14,18,30.052197487137647
15,19,29.064115499254108
16,20,28.320925228843162
17,21,27.420706861609418
18,22,26.914156062256456
19,23,26.16112408485508
20,24,25.66216971107508
21,25,24.909835112646427
22,26,24.511661641479265
23,27,24.05384994329779
24,28,23.56783083780555
25,29,23.330886058251963
26,30,22.859027878301966
27,31,22.71411805212149
28,32,22.236695393539957
29,33,22.018540252620653
30,34,21.686937529303854
31,35,21.574271818925116
32,36,21.39244465489192
33,37,20.981915833988875
34,38,20.816801824577347
35,39,20.497236904406876
36,40,20.301617295745306
37,41,20.123670387881592
38,42,19.874565476950774
39,43,19.590982119692534
40,44,19.349014586063905
41,45,19.243201581960864
42,46,19.199218174609626
43,47,19.068227760304175
44,48,18.955279974786897
45,49,18.76936990576782
46,50,18.59624157288238
47,51,18.550047543989947
48,52,18.46355175689095
49,53,18.243922721961756
50,54,18.113375892478643
51,55,17.950681970304334
52,56,17.954355881721664
53,57,17.85043117710503
54,58,17.837371464435773
55,59,17.703245113028622
56,60,17.60278596988373
57,61,17.48645977681451
58,62,17.484922281910556
59,63,17.34813946227736
60,64,17.256058126787526
61,65,17.061515219286942
62,66,17.06473340917619
63,67,16.928311705717498
64,68,16.883618204700337
65,69,16.71096644779789
66,70,16.90166005110051
67,71,16.5948541000235
68,72,16.66003330097891
69,73,16.52418541641686
70,74,16.38230735692646
71,75,16.47430604197274
72,76,16.33158501149749
73,77,16.29479971165792
74,78,16.21109623649837
75,79,16.17670003390207
76,80,16.204945478116734
77,81,16.10123910990836
78,82,16.0896221674865
79,83,16.123819897516036
80,84,16.053186544117544
81,85,15.951677970565811
82,86,15.887972354181661
83,87,15.82042049862373
84,88,15.696482876917388
85,89,15.680097237546189
86,90,15.712274836203113
87,91,15.633374166751006
88,92,15.607220679973544
89,93,15.577936521493738
90,94,15.410640562204554
91,95,15.473535631760777
92,96,15.391862500532731
93,97,15.455052673418423
94,98,15.374540696707975
95,99,15.314763992891315
96,100,15.275451727275195
97,101,15.264649001213757
98,102,15.194544085902116
99,103,15.179192624850415
