,_step,training_loss
0,3,10.44643633932508
1,4,10.447080958694507
2,5,10.446077984628953
3,6,10.445117710232095
4,7,10.444421632241333
5,8,10.443632288377769
6,9,10.44257998185398
7,10,10.441874913975102
8,11,10.440843913332825
9,12,10.440142200179677
10,13,10.439034036756967
11,14,10.438334552932526
12,15,10.437428912932466
13,16,10.436575755684578
14,17,10.435687270578464
15,18,10.43485005287751
16,19,10.434134075495974
17,20,10.433227741449976
18,21,10.432287445150132
19,22,10.431562674135002
20,23,10.430604604535036
21,24,10.429506640214502
22,25,10.42899047957867
23,26,10.427911297429157
24,27,10.427311862524427
25,28,10.426181256579433
26,29,10.425468972258246
27,30,10.424624785477453
28,31,10.423536919065356
29,32,10.422836004218361
30,33,10.421977288470007
31,34,10.421031526686166
32,35,10.420301926992074
33,36,10.419446036491108
34,37,10.418529170119111
35,38,10.417838171236257
36,39,10.416784098421774
37,40,10.415902595683566
38,41,10.415118246088714
39,42,10.41417275313268
40,43,10.413612110182914
41,44,10.412502045544525
42,45,10.411643461654679
43,46,10.41088252461097
44,47,10.410071190019385
45,48,10.409208268086882
46,49,10.40831124999771
47,50,10.40738567687563
48,51,10.40659172511944
49,52,10.405763244833338
50,53,10.404959914768623
51,54,10.404032553890511
52,55,10.40308236615834
53,56,10.402373903689533
54,57,10.401236795791348
55,58,10.400551200040795
56,59,10.399645697010037
57,60,10.39881253830234
58,61,10.397950616041308
59,62,10.397202828050554
60,63,10.396364914259344
61,64,10.395416986520651
62,65,10.394526335459686
63,66,10.393676262065402
64,67,10.392723817406232
65,68,10.391531358577813
66,69,10.391009044545001
67,70,10.390154072964945
68,71,10.38926185800076
69,72,10.388363735979905
70,73,10.387657292275057
71,74,10.386501357230854
72,75,10.386078997056968
73,76,10.384830000571755
74,77,10.384046744686998
75,78,10.383301941400427
76,79,10.382423293552215
77,80,10.381668941256573
78,81,10.380647197285905
79,82,10.379842686627583
80,83,10.37904279919427
81,84,10.377946745288845
82,85,10.377165243428875
83,86,10.376330028137337
84,87,10.375257279456365
85,88,10.374481902372926
86,89,10.373924557930149
87,90,10.372804334053784
88,91,10.37225187450871
89,92,10.371249215268117
90,93,10.37029490823531
91,94,10.369582549296519
92,95,10.368600734943746
93,96,10.367860249256653
94,97,10.36689229946811
95,98,10.365914871199466
96,99,10.3649052387904
97,100,10.364219545934745
98,101,10.363269418509955
99,102,10.36266122983583
100,103,10.36162163283664
