,_step,training_loss
0,3,2.3031954541643547
1,4,2.2940726686896546
2,5,2.274532503664875
3,6,2.2495322984927246
4,7,2.2128032123102055
5,8,2.155454127773293
6,9,2.065891702292062
7,10,1.934290334614101
8,11,1.7642930636782128
9,12,1.5783722215115643
10,13,1.4007111500575344
11,14,1.244668366558262
12,15,1.1141906719980463
13,16,1.0079603769631782
14,17,0.9214745054621178
15,18,0.8505102299423869
16,19,0.7913172021349356
17,20,0.7413943586573164
18,21,0.6987699950173465
19,22,0.6620647067200146
20,23,0.6299565292751865
21,24,0.601774260433498
22,25,0.5768062314117895
23,26,0.5545573570072524
24,27,0.5345969943603727
25,28,0.5167039053272336
26,29,0.5003806990601106
27,30,0.4856027440348668
28,31,0.472160555088698
29,32,0.45987755308019074
30,33,0.44865607211330555
31,34,0.438250484814776
32,35,0.4285885867025298
33,36,0.41975201304152066
34,37,0.41139221366153345
35,38,0.4036698067810998
36,39,0.3964819344503285
37,40,0.38965126608353434
38,41,0.38321628102234434
39,42,0.3771728914874449
40,43,0.3713916339027856
41,44,0.36591792376692106
42,45,0.3606522272644775
43,46,0.3556791918872516
44,47,0.3508647752087762
45,48,0.3462923513546681
46,49,0.34178096615175196
47,50,0.337573649818455
48,51,0.33359409801995576
49,52,0.32947216746903685
50,53,0.3255736723002086
51,54,0.321833087373644
52,55,0.3181212109162101
53,56,0.31459820187930615
54,57,0.3111344848487423
55,58,0.30776295409019566
56,59,0.3044622638650032
57,60,0.30130510368962277
58,61,0.2980390533582488
59,62,0.29491702846880913
60,63,0.2919171673656781
61,64,0.288939678497406
62,65,0.28598594306501496
63,66,0.2831043394199058
64,67,0.2803687687113341
65,68,0.2774806466819381
66,69,0.2748744867122504
67,70,0.2721409269932237
68,71,0.26950978548097204
69,72,0.266926153286942
70,73,0.2643813068138511
71,74,0.2619198138779923
72,75,0.25940553416638995
73,76,0.25699004095627553
74,77,0.2545243354716789
75,78,0.2521656641383161
76,79,0.24988427405545452
77,80,0.24756883423147932
78,81,0.24530842182224494
79,82,0.24308070159161776
80,83,0.2408607795294414
81,84,0.23870762351797079
82,85,0.23654257990658156
83,86,0.23450174130229298
84,87,0.2323820700586986
85,88,0.23027812624409763
86,89,0.2283389629331479
87,90,0.2262814381261116
88,91,0.22426901452704026
89,92,0.22231169769377596
90,93,0.22042355429071353
91,94,0.2184673865943321
92,95,0.21659989791638307
93,96,0.21478789657163722
94,97,0.21291594922161305
95,98,0.21113187554421456
96,99,0.20935212812825307
97,100,0.2074668003297818
98,101,0.20574983476258035
99,102,0.20405806593104467
100,103,0.20232565826508028
