,_step,training_loss
0,3,9.915364138610528
1,4,1.9346829829618448
2,5,1.4003043464382592
3,6,1.214021717648372
4,7,1.0744742226722601
5,8,0.9478783290404493
6,9,0.8301002787202215
7,10,0.723382776807946
8,11,0.6214023321638327
9,12,0.530437569331635
10,13,0.43891715355541394
11,14,0.36430922558393014
12,15,0.31358923250452025
13,16,0.2706006111581917
14,17,0.21821357027801405
15,18,0.1934836057141004
16,19,0.17742691283373882
17,20,0.136566739157795
18,21,0.12127502830437077
19,22,0.10879337682348231
20,23,0.10429580549678534
21,24,0.08672507111068882
22,25,0.0830172838743233
23,26,0.0790687854570882
24,27,0.07580342051832725
25,28,0.056256889073830814
26,29,0.05254989769905234
27,30,0.05468293586436211
28,31,0.05193402744410441
29,32,0.04626917696731818
30,33,0.03873497791007123
31,34,0.035977506701050856
32,35,0.03251024115237567
33,36,0.031740393825149274
34,37,0.035077145688183355
35,38,0.035618366759932595
36,39,0.031189265405482915
37,40,0.03134770888616057
38,41,0.03085684343217336
39,42,0.027623405732462167
40,43,0.029482010610835135
41,44,0.028642249810497473
42,45,0.029394498386103515
43,46,0.026892133152691167
44,47,0.02286510751493361
45,48,0.022509722239183037
46,49,0.01736384330411463
47,50,0.015456878259787551
48,51,0.01244026412652946
49,52,0.011409798111228267
50,53,0.011168122062679317
51,54,0.008508842005251486
52,55,0.01018468735528493
53,56,0.00944533680215516
54,57,0.009226251205163257
55,58,0.00643207686202204
56,59,0.008751126834588266
57,60,0.009241931428930358
58,61,0.008902987605422292
59,62,0.010603482692825187
60,63,0.01375764753046336
61,64,0.012610834370249027
62,65,0.013210301807024004
63,66,0.01433753679812257
64,67,0.01996029724957674
65,68,0.020500596136014307
66,69,0.023136425669506893
67,70,0.02364364320479567
68,71,0.020449958221517656
69,72,0.01962341803207617
70,73,0.019349063867586964
71,74,0.017774796901929343
72,75,0.014353217594066511
73,76,0.009616988208552803
74,77,0.010212035413226024
75,78,0.008541620960307268
76,79,0.007197757164919106
77,80,0.005730833140899837
78,81,0.004954085365924261
79,82,0.0046812412272634095
80,83,0.004885624639716421
81,84,0.0033888693280478455
82,85,0.002863056960699084
83,86,0.004631235160880298
84,87,0.0032029010705983915
85,88,0.0019203614025461444
86,89,0.0015202103407893186
87,90,0.001064470090191824
88,91,0.0008074792070651699
89,92,0.0007243303674342937
90,93,0.0006359738546771297
91,94,0.0008370920975703065
92,95,0.0009995735787559593
93,96,0.0009736726331194844
94,97,0.000862300901537631
95,98,0.0008391599698082123
96,99,0.0007098357318240292
97,100,0.0005232120229591652
98,101,0.0005055749594211265
99,102,0.0005956124846690723
100,103,0.0006894727469646119
