,_step,train_accuracy
0,4,0.5577799677848816
1,5,0.6708999872207642
2,6,0.6820200085639954
3,7,0.8104199767112732
4,8,0.8253200054168701
5,9,0.855139970779419
6,10,0.868619978427887
7,11,0.9162799715995789
8,12,0.9262399673461914
9,13,0.9437999725341797
10,14,0.929099977016449
11,15,0.9572999477386475
12,16,0.956279993057251
13,17,0.9614599943161011
14,18,0.9594599604606628
15,19,0.9534599781036377
16,20,0.9727599620819092
17,21,0.9576599597930908
18,22,0.9767400026321411
19,23,0.9792799949645996
20,24,0.9732799530029297
21,25,0.970579981803894
22,26,0.9743199944496155
23,27,0.9767599701881409
24,28,0.978879988193512
25,29,0.9740999937057495
26,30,0.9860399961471558
27,31,0.9838399887084961
28,32,0.9843399524688721
29,33,0.98499995470047
30,34,0.9820199608802795
31,35,0.9860199689865112
32,36,0.9866799712181091
33,37,0.9868999719619751
34,38,0.9866799712181091
35,39,0.9864400029182434
36,40,0.9840599894523621
37,41,0.9919599890708923
38,42,0.9853399991989136
39,43,0.9900799989700317
40,44,0.9899399876594543
41,45,0.9538799524307251
42,46,0.9855799674987793
43,47,0.9913399815559387
44,48,0.9947999715805054
45,49,0.9853999614715576
46,50,0.9863599538803101
47,51,0.9918799996376038
48,52,0.9916599988937378
49,53,0.9900999665260315
50,54,0.9920599460601807
51,55,0.9902799725532532
52,56,0.9943400025367737
53,57,0.9900999665260315
54,58,0.9951599836349487
55,59,0.9922599792480469
56,60,0.9930799603462219
57,61,0.9900799989700317
58,62,0.9962799549102783
59,63,0.9922799468040466
60,64,0.9974199533462524
61,65,0.9939599633216858
62,66,0.9963600039482117
63,67,0.9950599670410156
64,68,0.9945600032806396
65,69,0.9937799572944641
66,70,0.9945999979972839
67,71,0.9934999942779541
68,72,0.9968199729919434
69,73,0.9952199459075928
70,74,0.9970799684524536
71,75,0.9929800033569336
72,76,0.9958799481391907
73,77,0.9950799942016602
74,78,0.9942999482154846
75,79,0.9955799579620361
76,80,0.9950799942016602
77,81,0.995959997177124
78,82,0.9946399927139282
79,83,0.9940599799156189
80,84,0.9983199834823608
81,85,0.9953199625015259
82,86,0.9955999851226807
83,87,0.9954999685287476
84,88,0.9977399706840515
85,89,0.9942799806594849
86,90,0.9970799684524536
87,91,0.9975399971008301
88,92,0.9924999475479126
89,93,0.9970399737358093
90,94,0.9972999691963196
91,95,0.9952999949455261
92,96,0.9968799948692322
93,97,0.9965999722480774
94,98,0.9951599836349487
95,99,0.9972999691963196
96,100,0.995419979095459
97,101,0.9973199963569641
98,102,0.9957999587059021
99,103,0.9977399706840515
