,_step,train_ppl
0,4,730.0202404707605
1,5,551.149452963037
2,6,508.83025536660426
3,7,496.44767284164095
4,8,482.28999745837416
5,9,466.87456018071424
6,10,510.1806264910624
7,11,428.2286337461882
8,12,436.54588025239536
9,13,431.7569202721334
10,14,431.8495012598504
11,15,414.76078778406116
12,16,432.1959783861395
13,17,452.80990358552754
14,18,443.6492374017795
15,19,417.64837371492683
16,20,433.9194042780146
17,21,420.5405513856709
18,22,447.2055134949093
19,23,443.2808799852731
20,24,493.8784567576635
21,25,436.14174741899114
22,26,463.49426581874724
23,27,441.7525969676942
24,28,446.6058702759093
25,29,407.6329501665882
26,30,522.9922374986279
27,31,424.0304412165741
28,32,513.0981415828404
29,33,430.26373789981204
30,34,459.5868353453201
31,35,452.863421733428
32,36,522.1735821989146
33,37,452.4069283795355
34,38,470.9374854828255
35,39,428.75888032711026
36,40,424.3268280211703
37,41,439.1459832940449
38,42,449.9248454157243
39,43,450.43987903646104
40,44,430.84713823693625
41,45,610.2822408605133
42,46,447.110663431923
43,47,491.83374045568684
44,48,437.5079012199812
45,49,490.75166328703017
46,50,500.84057542626783
47,51,421.9089464715718
48,52,484.2481741916575
49,53,477.6044948843124
50,54,483.0261842709622
51,55,522.9823491813333
52,56,449.06889228547675
53,57,436.8868711389949
54,58,462.36516536587675
55,59,476.80450368899136
56,60,488.0648233926605
57,61,474.4115800234699
58,62,512.1924674294632
59,63,511.11843016609845
60,64,499.7854916002619
61,65,509.5146669869069
62,66,484.04264841434747
63,67,495.6872402273354
64,68,505.45249604822357
65,69,661.3945201464771
66,70,520.6292729816104
67,71,491.3770548313958
68,72,518.312121018975
69,73,593.3099089223413
70,74,650.1921574644474
71,75,698.8242942434237
72,76,605.5692025136225
73,77,659.2393373173471
74,78,654.7636863584343
75,79,705.9954801459289
76,80,641.9191945169163
77,81,597.4678843891559
78,82,644.6541701836111
79,83,675.4857248276003
80,84,684.8683474329403
81,85,769.1727841260939
82,86,792.5508967826512
83,87,725.5449413594639
84,88,788.3437712410944
85,89,897.4198523159331
86,90,825.262836604672
87,91,820.160967002845
88,92,807.5602363485712
89,93,795.3089484987767
90,94,834.9338769986712
91,95,848.1395688591651
92,96,844.0275240854824
93,97,833.3678121248549
94,98,782.4440853095854
95,99,773.074737063777
96,100,792.1384412168243
97,101,786.2377050310006
98,102,774.2743344295513
99,103,754.2712922220984
