,_step,training_loss
0,3,10.453463761874362
1,4,5.8721539220370405
2,5,5.04975157049819
3,6,4.706793076227971
4,7,4.4882863541508025
5,8,4.332292178563877
6,9,4.216074073940739
7,10,4.125549797587584
8,11,4.05033914784782
9,12,3.9890985465893025
10,13,3.9355416249360045
11,14,3.889262081342495
12,15,3.8494878701969486
13,16,3.812881002088835
14,17,3.78060409800416
15,18,3.751503133569372
16,19,3.723963832548577
17,20,3.6986517045020033
18,21,3.678148159004612
19,22,3.6574835974048314
20,23,3.637275665391552
21,24,3.6191527235290755
22,25,3.602475923229516
23,26,3.5889480824383635
24,27,3.5728435608351727
25,28,3.5567938302746414
26,29,3.5456944437016755
27,30,3.5327095803979383
28,31,3.522539715036063
29,32,3.511616430354144
30,33,3.500906370588182
31,34,3.4906503834780644
32,35,3.4807597267154966
33,36,3.473546536916833
34,37,3.4642107831703504
35,38,3.4558323648581553
36,39,3.4483129186006733
37,40,3.4400525869919427
38,41,3.4331941530507732
39,42,3.427530235288483
40,43,3.419461971949407
41,44,3.4133519372500536
42,45,3.408288658240217
43,46,3.401094229658317
44,47,3.3958775920499944
45,48,3.3887871367116196
46,49,3.3837481794633284
47,50,3.378274831741186
48,51,3.3738149229481036
49,52,3.370468255152401
50,53,3.365325713080992
51,54,3.359179375894839
52,55,3.35526495986685
53,56,3.3511347732359957
54,57,3.3453702857640013
55,58,3.3401073001460886
56,59,3.338137621792694
57,60,3.3343980705878615
58,61,3.330169500389794
59,62,3.3266199626595516
60,63,3.322024932883816
61,64,3.318416868886508
62,65,3.314997557275165
63,66,3.3102589532621165
64,67,3.30785621119721
65,68,3.303418166895516
66,69,3.3015350720506773
67,70,3.2984566491772
68,71,3.2973742132401545
69,72,3.2933478759160506
70,73,3.28763326596856
71,74,3.2844054277303516
72,75,3.2826025424662895
73,76,3.2805095304119116
74,77,3.2768483294806936
75,78,3.2761849186683647
76,79,3.2750365046698438
77,80,3.271624669640266
78,81,3.2684114170994407
79,82,3.2669793115679218
80,83,3.264002049723111
81,84,3.2614077801106443
82,85,3.259156348237654
83,86,3.2580282294609666
84,87,3.2561854340000296
85,88,3.2544135081423056
86,89,3.2527412744708126
87,90,3.2511189507773706
88,91,3.248079756831816
89,92,3.2456746477022813
90,93,3.243234868218278
91,94,3.242218405742993
92,95,3.2399493797032397
93,96,3.2352034457882373
94,97,3.2349621707859018
95,98,3.233219421178198
96,99,3.2349737832783885
97,100,3.231936328280777
98,101,3.22739998908416
99,102,3.227728776226473
100,103,3.2256146479010708
