,_step,train_ppl
0,4,367.05678574894665
1,5,227.80756638733436
2,6,172.70058319994985
3,7,140.39575629346945
4,8,118.40593173219398
5,9,102.43401557298972
6,10,90.1151583932069
7,11,80.115871183522
8,12,72.31965916875687
9,13,65.14182009585944
10,14,59.176182061874606
11,15,53.58238071092416
12,16,48.70303084179654
13,17,44.61766160697426
14,18,40.687484283071335
15,19,37.260070535084296
16,20,34.04334055914092
17,21,31.17327241645057
18,22,28.559866763690245
19,23,26.335467502151978
20,24,24.022428667415195
21,25,22.069861360771085
22,26,20.283183035457064
23,27,18.81105342698536
24,28,17.2764942793446
25,29,15.964607536032764
26,30,14.77856797122294
27,31,13.508717482025007
28,32,12.346596464047538
29,33,11.32857955637482
30,34,10.4960112164095
31,35,9.65370391406406
32,36,8.895399948151676
33,37,8.251395793636581
34,38,7.597591733908927
35,39,7.104424850088932
36,40,6.649180533124624
37,41,6.189812475314221
38,42,5.70278592129326
39,43,5.328294173889744
40,44,5.024519320466956
41,45,4.72205461908563
42,46,4.490554814721144
43,47,4.2432611291416
44,48,3.9562561053775878
45,49,3.732995076650087
46,50,3.471745647743773
47,51,3.308514484595486
48,52,3.1184542220023563
49,53,2.946548356836787
50,54,2.8211413175374984
51,55,2.664906506960111
52,56,2.5510632403709055
53,57,2.4247848305486417
54,58,2.3478149472247156
55,59,2.2372133741511195
56,60,2.131205348040391
57,61,2.0728157045817865
58,62,1.9952259549485354
59,63,1.9187032906661723
60,64,1.845803552735735
61,65,1.7663569268383328
62,66,1.7025607883926743
63,67,1.6486271527680747
64,68,1.6045360175653807
65,69,1.5594461687797396
66,70,1.5167783786143412
67,71,1.4790408704079445
68,72,1.4388778001539222
69,73,1.4186159695400387
70,74,1.379602483328506
71,75,1.353466948416893
72,76,1.3274914068865749
73,77,1.2951958262512435
74,78,1.2729842952255392
75,79,1.2517563643316212
76,80,1.2336384971065482
77,81,1.2190007773848128
78,82,1.19985402340614
79,83,1.1851774957292465
80,84,1.1740925693991968
81,85,1.1594115689906115
82,86,1.1510522010568598
83,87,1.1404332726435258
84,88,1.127777653850307
85,89,1.1166661719940558
86,90,1.104741344641442
87,91,1.0945548177187834
88,92,1.0885859649851595
89,93,1.0788354434887928
90,94,1.0737469436325442
91,95,1.069299326086532
92,96,1.0648798368530985
93,97,1.060566155932049
94,98,1.0564333028768187
95,99,1.0526484374869236
96,100,1.048922834574597
97,101,1.0452035179736179
98,102,1.0409106567206672
99,103,1.0370106834197703
