,_step,train_accuracy
0,4,0.9547833204269409
1,5,0.9699333310127258
2,6,0.9668333530426025
3,7,0.9629666805267334
4,8,0.9681500196456909
5,9,0.9668499827384949
6,10,0.9705666899681091
7,11,0.9736666679382324
8,12,0.9713667035102844
9,13,0.9662833213806152
10,14,0.9690999984741211
11,15,0.9681500196456909
12,16,0.9703500270843506
13,17,0.9708999991416931
14,18,0.9674333333969116
15,19,0.9663833379745483
16,20,0.9731166958808899
17,21,0.9656167030334473
18,22,0.9663666486740112
19,23,0.9677667021751404
20,24,0.9711166620254517
21,25,0.9685500264167786
22,26,0.9700833559036255
23,27,0.9674833416938782
24,28,0.9689833521842957
25,29,0.969783365726471
26,30,0.9722999930381775
27,31,0.9729666709899902
28,32,0.9706166982650757
29,33,0.9722833633422852
30,34,0.9693833589553833
31,35,0.9576333165168762
32,36,0.9667666554450989
33,37,0.9688500165939331
34,38,0.9741166830062866
35,39,0.9720500111579895
36,40,0.968666672706604
37,41,0.9693166613578796
38,42,0.9672999978065491
39,43,0.9710000157356262
40,44,0.9702000021934509
41,45,0.9694499969482422
42,46,0.9720333218574524
43,47,0.9714833498001099
44,48,0.9715666770935059
45,49,0.9748666882514954
46,50,0.9693333506584167
47,51,0.9675000309944153
48,52,0.9690499901771545
49,53,0.9744499921798706
50,54,0.9661833643913269
51,55,0.9695500135421753
52,56,0.9713667035102844
53,57,0.9669166803359985
54,58,0.96506667137146
55,59,0.9639166593551636
56,60,0.9692666530609131
57,61,0.9675999879837036
58,62,0.9686499834060669
59,63,0.9718500375747681
60,64,0.9732166528701782
61,65,0.9672499895095825
62,66,0.968583345413208
63,67,0.9737833738327026
64,68,0.9646166563034058
65,69,0.9696166515350342
66,70,0.9741166830062866
67,71,0.9741166830062866
68,72,0.9726999998092651
69,73,0.9702833294868469
70,74,0.9682833552360535
71,75,0.9674500226974487
72,76,0.9708999991416931
73,77,0.9686166644096375
74,78,0.9607499837875366
75,79,0.96875
76,80,0.970300018787384
77,81,0.9705166816711426
78,82,0.9686166644096375
79,83,0.9721333384513855
80,84,0.9690333604812622
81,85,0.9676666855812073
82,86,0.9696500301361084
83,87,0.9693999886512756
84,88,0.9697999954223633
85,89,0.9675999879837036
86,90,0.9705833196640015
87,91,0.9690499901771545
88,92,0.9700999855995178
89,93,0.9700666666030884
90,94,0.9722833633422852
91,95,0.9743833541870117
92,96,0.9635500311851501
93,97,0.9708499908447266
94,98,0.9695500135421753
95,99,0.9718000292778015
96,100,0.9707333445549011
97,101,0.9677667021751404
98,102,0.9713500142097473
99,103,0.969783365726471
