,_step,training_loss
0,3,7.239586822821966
1,4,11.328217683240885
2,5,2.343284367295482
3,6,2.3484431727767907
4,7,2.346720035728591
5,8,2.353865136880704
6,9,2.34907239294418
7,10,2.3492925087814136
8,11,2.345971583100536
9,12,2.3531541775559526
10,13,2.348393649396384
11,14,2.3459610280478396
12,15,2.3489167732960734
13,16,2.348654739082317
14,17,2.352154702481711
15,18,2.3469945811249717
16,19,2.3486787004544
17,20,2.355499756610607
18,21,2.350689102011873
19,22,2.344449784139843
20,23,2.3418308554403007
21,24,2.352471024179093
22,25,2.361212026737535
23,26,2.3494577182223426
24,27,2.347737965986247
25,28,2.352975858142004
26,29,2.3562762987278307
27,30,2.3544113514063607
28,31,2.3454724199631634
29,32,2.3575796465129804
30,33,2.3446243980046733
31,34,2.351711744542622
32,35,2.3458891805175623
33,36,2.3512500009268447
34,37,2.3419583355984113
35,38,2.347375595965959
36,39,2.3441959787207796
37,40,2.347001180624413
38,41,2.351070004046116
39,42,2.347144107379572
40,43,2.3509403598278076
41,44,2.3513522818875128
42,45,2.3496741516815733
43,46,2.344508702797658
44,47,2.353751820371584
45,48,2.3471560405038505
46,49,2.3473440210532655
47,50,2.3506831531329535
48,51,2.3480524596045997
49,52,2.3473138229926223
50,53,2.3486313478416188
51,54,2.351706533480788
52,55,2.349616272675107
53,56,2.346576177860465
54,57,2.3503839591579974
55,58,2.3483651519736366
56,59,2.347447291054689
57,60,2.3447065938769094
58,61,2.3529093186263843
59,62,2.346331042097048
60,63,2.3478171819311275
61,64,2.3474766982485877
62,65,2.353824265472724
63,66,2.3465071730601514
64,67,2.343496665930199
65,68,2.3563598958427643
66,69,2.3475476671057893
67,70,2.3534684108041435
68,71,2.349224971688312
69,72,2.352729357112094
70,73,2.347475167125692
71,74,2.345290160849881
72,75,2.3474064818428606
73,76,2.3496009754707745
74,77,2.352177192487985
75,78,2.3500949275463134
76,79,2.350901996388155
77,80,2.350501487931937
78,81,2.3474323932472094
79,82,2.349744458332696
80,83,2.349058619545549
81,84,2.3472169000474388
82,85,2.3547107081888887
83,86,2.3483723923373407
84,87,2.354016068646365
85,88,2.3541314839707006
86,89,2.351711200021417
87,90,2.3527542660608316
88,91,2.3501710306348094
89,92,2.3526025330624005
90,93,2.347519703228455
91,94,2.348272792518596
92,95,2.346792311924498
93,96,2.3468749913413203
94,97,2.355942928577628
95,98,2.347341838090316
96,99,2.3488787757161327
97,100,2.3441242458265457
98,101,2.3486199628971423
99,102,2.354433650555818
100,103,2.3431469284360062
