,name,id,device,dataset,_runtime,max_epoch,_timestamp,batch_size,hash,seed,trained_norms,full_batch,model_args,train_exact_f1,epoch_training_time,epoch,loss_func,training_loss,accumulate_steps,model,metrics,train_exact_match,opt,_step,valid_exact_f1,valid_exact_match,train_ppl,training_error,train_accuracy,valid_accuracy,drop_last,n,valid_ppl,step_size,init_noise_norm,log_every_step,grad_norm,debug,noise_norm_train,train_run_iter,initial_run_iter,train_mse,valid_mse
1140,dazzling-cherry-7760,oy8f9u4s,cuda,wikitext2,7730.0,200,1627436239.0,256.0,12a4b080c7d8c49a14e6ecef143229ec,1.0,True,,{'tgt_len': 35},,26.58875608444214,199.0,logloss,0.015346375789669195,232.0,transformer_encoder,['ppl'],,"{'b2': 0.999, 'name': 'Adam', 'alpha': 0.00398, 'b1': 0.9}",203.0,,,19.74843477534838,,,,True,,288.41474393226105,,,,,,,,,,
1141,fearless-glade-7750,4kmbst30,cuda,mnist,6088.0,200,1627434597.0,2048.0,0ef52d871c7c8999b012e99223d29d14,0.0,True,,,,13.886552095413208,199.0,logloss,0.020035808777500844,,lenet5,['accuracy'],,"{'name': 'SGD', 'alpha': 0.1}",203.0,,,,,0.9949656519396552,0.9887,True,,,,,,,,,,,,
1142,silver-salad-7759,3qa6i6zx,cuda,cifar100,11166.0,200,1627439675.0,4096.0,0f52ba0604ec64f3805ee86965815ab8,3.0,True,,,,31.507155418395996,199.0,logloss,0.0022178913835280887,,resnet50,['accuracy'],,"{'b2': 0.999, 'name': 'Adam', 'alpha': 0.0001, 'b1': 0.9}",203.0,,,,,0.99981689453125,0.1187,True,,,,,,,,,,,,
1143,neat-flower-7750,3q2663lx,cuda,cifar10,5073.0,200,1627433582.0,512.0,0ece74e51fa11f39fd9ed5b31c99af19,4.0,True,,,,11.444974422454834,199.0,logloss,0.0006056121807334196,8.0,lenet5,['accuracy'],,"{'alpha': 0.01, 'b1': 0.9, 'b2': 0.999, 'name': 'Adam'}",203.0,,,,,1.0,0.4865,True,,,,,,,,,,,,
1144,sleek-paper-7750,3h699k90,cuda,cifar100,10827.0,200,1627439336.0,4096.0,156f6e0bd87ea335a6ed1a1761da5ec0,3.0,True,,,,30.68172264099121,199.0,logloss,0.0013065140616769593,,resnet50,['accuracy'],,"{'name': 'SGD', 'alpha': 0.1}",203.0,,,,,0.9997965494791666,0.1926,True,,,,,,,,,,,,
1145,twilight-glade-7750,3er49uwr,cuda,wikitext2,18155.0,100,1627446664.0,64.0,0eefa09019e1d5537bf17dd927ed3a9b,1.0,True,,"{'n_layer': 6, 'n_head': 10, 'd_inner': 2100, 'd_model': 410, 'dropatt': 0, 'dropout': 0.1, 'mem_len': 150, 'd_head': 41, 'tgt_len': 150}",,106.65935182571413,99.0,logloss,0.019136801765467715,217.0,transformer_xl,['ppl'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.001}",103.0,,,56.001895417632966,,,,True,,157.25024726858177,,,,,,,,,,
1146,unique-plasma-7748,321f60ny,cuda,wikitext2,7818.0,200,1627436327.0,256.0,1dcace9a257d64e1ddc4066236c8ffb3,0.0,True,,{'tgt_len': 35},,26.961079359054565,199.0,logloss,0.34757148029978185,8.0,transformer_encoder,['ppl'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.00158}",203.0,,,7.146604800692876,,,,True,,801.1289172276535,,,,,,,,,,
1147,silver-sponge-7750,2fs8zzvi,cuda,ptb,10918.0,200,1627439427.0,64.0,1aac14664820e4425474633356e2f4c1,2.0,True,,"{'dropatt': 0, 'dropout': 0.1, 'mem_len': 128, 'd_inner': 2048, 'n_head': 8, 'd_model': 512, 'n_layer': 6, 'tgt_len': 128, 'd_head': 64}",,32.8985378742218,199.0,logloss,0.3220620036652658,16.0,transformer_xl,['ppl'],,"{'alpha': 0.251, 'name': 'SGD'}",203.0,,,161.94633222253526,,,,True,,188.82533085261576,,,,,,,,,,
1148,worldly-plasma-7748,2ecz0ipt,cuda,wikitext2,18210.0,100,1627446719.0,64.0,175d7960a7d37998e2725c0045e25cfb,1.0,True,,"{'d_head': 41, 'n_head': 10, 'd_model': 410, 'dropatt': 0, 'mem_len': 150, 'tgt_len': 150, 'd_inner': 2100, 'dropout': 0.1, 'n_layer': 6}",,106.9595067501068,99.0,logloss,0.3861934522055261,16.0,transformer_xl,['ppl'],,"{'name': 'SGD', 'alpha': 0.1585}",103.0,,,460.7783359783052,,,,True,,377.7111205907473,,,,,,,,,,
1149,cool-sunset-7760,20a2mgtl,cuda,ptb,10993.0,200,1627439502.0,64.0,12ed003326b4129c01b7a1582d8fa5e6,4.0,True,,"{'n_head': 8, 'dropatt': 0, 'dropout': 0.1, 'd_head': 64, 'd_inner': 2048, 'd_model': 512, 'mem_len': 128, 'n_layer': 6, 'tgt_len': 128}",,33.58050584793091,199.0,logloss,0.013830173282628566,16.0,transformer_xl,['ppl'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.001}",203.0,,,1.6312744741122531,,,,True,,17392.37519687378,,,,,,,,,,
1150,generous-fog-7762,1urbfxez,cuda,mnist,6059.0,200,1627434568.0,2048.0,1408ac97e6c0f4c8773e2abe823152b9,3.0,True,,,,13.786038875579834,199.0,logloss,4.974018382450469e-05,,lenet5,['accuracy'],,"{'name': 'Adam', 'alpha': 0.001, 'b1': 0.9, 'b2': 0.999}",203.0,,,,,1.0,0.9896,True,,,,,,,,,,,,
1151,smooth-eon-7750,1klroa3b,cuda,mnist,5663.0,200,1627434172.0,4096.0,13fb38ee4bdf0d5d1ad3cac0febd812e,1.0,True,,,,12.910826683044434,199.0,logloss,1.1710539573479245e-05,,lenet5,['accuracy'],,"{'name': 'Adam', 'alpha': 0.01, 'b1': 0.9, 'b2': 0.999}",203.0,,,,,1.0,0.9869,True,,,,,,,,,,,,
1152,vital-microwave-7750,1hpjb6ke,cuda,mnist,5776.0,200,1627434285.0,8192.0,1e7db38b9e112d6074b8894db324270f,0.0,True,,,,12.685604810714722,199.0,logloss,4.7773069257215995e-05,,lenet5,['accuracy'],,"{'b2': 0.999, 'name': 'Adam', 'alpha': 0.01, 'b1': 0.9}",203.0,,,,,1.0,0.9874,True,,,,,,,,,,,,
1153,leafy-wood-7752,1hb1teth,cuda,wikitext2,18295.0,100,1627446804.0,64.0,1e1884dc9154893ae40989e698b48d87,3.0,True,,"{'tgt_len': 150, 'n_head': 10, 'd_inner': 2100, 'd_model': 410, 'mem_len': 150, 'd_head': 41, 'dropatt': 0, 'dropout': 0.1, 'n_layer': 6}",,107.0743443965912,99.0,logloss,0.019097257748864213,217.0,transformer_xl,['ppl'],,"{'b2': 0.999, 'name': 'Adam', 'alpha': 0.001, 'b1': 0.9}",103.0,,,56.190746215265015,,,,True,,163.23945812894263,,,,,,,,,,
1154,dry-elevator-7752,1ea71fsb,cuda,mnist,6323.0,200,1627434832.0,60000.0,1bc0ccdace9cb7976cb944ad4328322c,4.0,True,,,,14.16429090499878,199.0,logloss,0.01211012341082096,,lenet5,['accuracy'],,"{'name': 'Adam', 'alpha': 0.01, 'b1': 0.9, 'b2': 0.999}",203.0,,,,,0.99795,0.9836,True,,,,,,,,,,,,
1155,hearty-river-7745,28gv2myp,cuda,wikitext2,7832.0,200,1627436013.0,256.0,1a2dc595f562e80507fb76ea263cb34d,2.0,True,,{'tgt_len': 35},,27.150007724761963,199.0,logloss,0.3479773481516367,8.0,transformer_encoder,['ppl'],,"{'b2': 0.999, 'name': 'Adam', 'alpha': 0.00158, 'b1': 0.9}",203.0,,,7.197608388853272,,,,True,,804.9118083067609,,,,,,,,,,
1156,unique-fire-7745,20894fuz,cuda,wikitext2,18542.0,100,1627446723.0,64.0,1a90f4caecfb514020ef74d97dc94099,4.0,True,,"{'n_layer': 6, 'tgt_len': 150, 'd_head': 41, 'n_head': 10, 'd_model': 410, 'dropatt': 0, 'dropout': 0.1, 'd_inner': 2100, 'mem_len': 150}",,108.05409216880798,99.0,logloss,0.24694334039215668,2.0,transformer_xl,['ppl'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.00063}",103.0,,,1.9266535815003067,,,,True,,24570.65912391904,,,,,,,,,,
1157,hearty-armadillo-7747,1h61u3ou,cuda,mnist,6073.0,200,1627434254.0,60000.0,17b30767724d6fdf6d4b2c36bdab3021,3.0,True,,,,13.898990392684937,199.0,logloss,0.0023158059921115637,,lenet5,['accuracy'],,"{'alpha': 0.01, 'b1': 0.9, 'b2': 0.999, 'name': 'Adam'}",203.0,,,,,0.99995,0.985,True,,,,,,,,,,,,
1158,earthy-wood-7743,66jox88m,cuda,wikitext2,18223.0,100,1627445438.0,64.0,0cf2d270c58053e7b4e9b708cd86bb21,2.0,True,,"{'d_head': 41, 'd_inner': 2100, 'dropatt': 0, 'n_layer': 6, 'tgt_len': 150, 'n_head': 10, 'd_model': 410, 'dropout': 0.1, 'mem_len': 150}",,106.94772958755492,99.0,logloss,0.3864634373495656,16.0,transformer_xl,['ppl'],,"{'name': 'SGD', 'alpha': 0.1585}",103.0,,,468.7964414238351,,,,True,,383.8472976314331,,,,,,,,,,
1159,bright-microwave-7743,2oicubk8,cuda,mnist,6031.0,200,1627433246.0,512.0,0d0d217e732225cc6799a0e4a323fb09,1.0,True,,,,13.764840841293337,199.0,logloss,0.0017730847601062404,,lenet5,['accuracy'],,"{'name': 'SGD', 'alpha': 0.1}",203.0,,,,,0.9999499198717948,0.9898,True,,,,,,,,,,,,
1160,peachy-snow-7735,ukxlgr3x,cuda,cifar10,4887.0,200,1627432055.0,512.0,0205987350dce069976dfe7d270a7acf,4.0,True,,,,10.855333805084229,199.0,logloss,0.008601545529036792,97.0,lenet5,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.01}",203.0,,,,,0.715186050257732,0.5509,True,,,,,,,,,,,,
1161,amber-silence-7732,qzu66ymt,cuda,wikitext2,8936.0,100,1627436104.0,64.0,0067300fa565445c3169b8280ff107b7,1.0,True,,"{'d_head': 41, 'n_head': 10, 'mem_len': 150, 'dropout': 0.1, 'n_layer': 6, 'tgt_len': 150, 'd_inner': 2100, 'd_model': 410, 'dropatt': 0}",,53.38436150550842,99.0,logloss,0.03292449251297982,217.0,transformer_xl,['ppl'],,"{'name': 'SGD', 'alpha': 0.1585}",103.0,,,1248.6192609796503,,,,True,,967.308201436794,,,,,,,,,,
1162,spring-waterfall-7739,3mxmrst4,cuda,wikitext2,3842.0,200,1627431010.0,256.0,07f423fca96f764d42e46d546a1f233f,4.0,True,,{'tgt_len': 35},,13.028110027313232,199.0,logloss,0.030113128801336105,232.0,transformer_encoder,['ppl'],,"{'alpha': 0.398, 'name': 'SGD'}",203.0,,,955.5401506063372,,,,True,,725.7055434248774,,,,,,,,,,
1163,fluent-star-7736,3hd3jdyz,cuda,mnist,5234.0,200,1627432402.0,8192.0,00d8f374ead47faf09453abb74f6b73b,2.0,True,,,,11.990599155426024,199.0,logloss,3.952622397004494e-05,,lenet5,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.01}",203.0,,,,,1.0,0.9877,True,,,,,,,,,,,,
1164,hearty-feather-7739,39lci8m3,cuda,wikitext2,8904.0,100,1627436072.0,64.0,094aa6c67b1cd63d39548789e8eed341,4.0,True,,"{'d_inner': 2100, 'd_model': 410, 'mem_len': 150, 'n_layer': 6, 'd_head': 41, 'n_head': 10, 'dropatt': 0, 'dropout': 0.1, 'tgt_len': 150}",,52.85902404785156,99.0,logloss,0.20322958603157976,32.0,transformer_xl,['ppl'],,"{'alpha': 0.1585, 'name': 'SGD'}",103.0,,,640.7016427686776,,,,True,,504.7925183468399,,,,,,,,,,
1165,peachy-leaf-7732,306pr3ts,cuda,cifar10,4880.0,200,1627432048.0,512.0,049c168a89aca2403676a1c5a8be4180,1.0,True,,,,11.141438484191896,199.0,logloss,0.14443777186661652,4.0,lenet5,['accuracy'],,"{'alpha': 0.398, 'name': 'SGD'}",203.0,,,,,0.8173928801546392,0.5003,True,,,,,,,,,,,,
1166,dry-morning-7738,2d3g23rl,cuda,wikitext2,4039.0,200,1627431207.0,256.0,0c01c7fb12d082b510fd9fe7d0343517,3.0,True,,{'tgt_len': 35},,13.625459671020508,199.0,logloss,1.4255649004883009,2.0,transformer_encoder,['ppl'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.00158}",203.0,,,7.691244307972572,,,,True,,758.4845705697225,,,,,,,,,,
1167,exalted-meadow-7735,29y7qvnz,cuda,cifar100,7618.0,200,1627434786.0,2048.0,0504dbafabaca672d8faa7c57586d6f7,2.0,True,,,,20.10076594352722,199.0,logloss,0.010243535332847388,,resnet50,['accuracy'],,"{'name': 'SGD', 'alpha': 0.01}",203.0,,,,,0.99981689453125,0.1377,True,,,,,,,,,,,,
1168,worthy-oath-7732,1q6a5u9u,cuda,wikitext2,3922.0,200,1627431090.0,256.0,01442ede925c391b6baea8b87ec3c620,1.0,True,,{'tgt_len': 35},,13.329683780670166,199.0,logloss,0.18207576826150837,16.0,transformer_encoder,['ppl'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.00398}",203.0,,,8.376544132092443,,,,True,,907.2890037467488,,,,,,,,,,
1169,fanciful-snowflake-7731,1pq6ujzz,cuda,cifar100,7571.0,200,1627434739.0,2048.0,0c05a156f89df08a49ba4e159705a668,0.0,True,,,,19.541332244873047,199.0,logloss,0.012344167878230412,,resnet50,['accuracy'],,"{'name': 'SGD', 'alpha': 0.01}",203.0,,,,,0.99981689453125,0.1388,True,,,,,,,,,,,,
1170,gallant-night-7740,19nddt5k,cuda,cifar10,4900.0,200,1627432068.0,512.0,05f739c3dab1fe734fab788d5189a2bc,0.0,True,,,,11.356044054031372,199.0,logloss,0.001466098162297582,4.0,lenet5,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.00398}",203.0,,,,,0.9999798646907216,0.5072,True,,,,,,,,,,,,
1171,different-silence-7739,103vgs32,cuda,mnist,5459.0,200,1627432627.0,60000.0,0a5f29218b86ac4c12352bf5c4ea7320,0.0,True,,,,12.28054428100586,199.0,logloss,0.36325234174728394,,lenet5,['accuracy'],,"{'name': 'SGD', 'alpha': 0.1}",203.0,,,,,0.8985333333333333,0.9065,True,,,,,,,,,,,,
1172,dazzling-thunder-7730,2wlt97lm,cuda,cifar100,5809.0,100,1627109095.0,2048.0,ba7e70288a8b2ea17470dd1078075cd7,0.0,True,,,,30.65887427330017,99.0,logloss,0.004400121227566463,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.01}",103.0,,,,,0.99896240234375,0.375,True,,,,,,,,,,,,
1173,genial-puddle-7729,c6bao2fj,cuda,cifar100,3938.0,100,1627102118.0,16384.0,ba4bc9d6983e8830bf5962f9397e7a4d,0.0,True,,,,20.119958877563477,99.0,logloss,0.0004637102053190271,,resnet50,['accuracy'],,"{'name': 'Adam', 'alpha': 0.001, 'b1': 0.9, 'b2': 0.999}",103.0,,,,,0.99981689453125,0.1756,True,,,,,,,,,,,,
1174,northern-fire-7728,23kxhiuh,cuda,cifar100,3937.0,100,1627102117.0,16384.0,9c4779664a29f2b451cab19f15b911f7,0.0,True,,,,19.917477130889893,99.0,logloss,4.6126383145650225,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 10}",103.0,,,,,0.00994873046875,0.01,True,,,,,,,,,,,,
1175,graceful-donkey-7727,4iv1zb9r,cuda,cifar100,5904.0,100,1627101112.0,4096.0,e8c6fda854b2a9fa0c8ede9637151571,0.0,True,,,,31.55486512184143,99.0,logloss,0.003627404240736117,,resnet50,['accuracy'],,"{'b2': 0.999, 'name': 'Adam', 'alpha': 0.01, 'b1': 0.9}",103.0,,,,,0.99957275390625,0.3828,True,,,,,,,,,,,,
1176,lemon-silence-7726,d8gc7khm,cuda,cifar100,5653.0,100,1627100860.0,4096.0,df5892a9fd8768ad0003f3524f2a03e8,0.0,True,,,,31.19887089729309,99.0,logloss,0.003790461244837691,,resnet50,['accuracy'],,"{'alpha': 0.0001, 'b1': 0.9, 'b2': 0.999, 'name': 'Adam'}",103.0,,,,,0.99981689453125,0.0769,True,,,,,,,,,,,,
1177,toasty-vortex-7725,1tzwnjud,cuda,cifar100,5607.0,100,1627100814.0,2048.0,e29ad0936755010fcc3a2b55afa73110,0.0,True,,,,29.129919052124023,99.0,logloss,377.5661786397298,,resnet50,['accuracy'],,"{'b2': 0.999, 'name': 'Adam', 'alpha': 100, 'b1': 0.9}",103.0,,,,,0.010050455729166666,0.01,True,,,,,,,,,,,,
1178,fresh-frost-7724,1rca1jdu,cuda,cifar100,4076.0,100,1627099282.0,8192.0,fb39b7945b1bf9a5408c37cb941374c6,0.0,True,,,,20.676817893981937,99.0,logloss,0.0004801924563556289,,resnet50,['accuracy'],,"{'alpha': 0.001, 'b1': 0.9, 'b2': 0.999, 'name': 'Adam'}",103.0,,,,,0.99981689453125,0.2163,True,,,,,,,,,,,,
1179,astral-bush-7723,1umfbo1i,cuda,cifar100,3965.0,100,1627099171.0,16384.0,ba7e543ff1d781fa759725fbb747dfed,0.0,True,,,,20.131160497665405,99.0,logloss,3.3014381726582847,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.1}",103.0,,,,,0.16896565755208334,0.1582,True,,,,,,,,,,,,
1180,major-water-7722,19y66920,cuda,cifar100,5781.0,100,1627099909.0,2048.0,a6f9808c066eae93270685506f329a1b,0.0,True,,,,30.687992811203003,99.0,logloss,0.056147679298495255,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.001}",103.0,,,,,0.9823811848958334,0.2868,True,,,,,,,,,,,,
1181,generous-snowball-7720,x7zauzfu,cuda,cifar100,5804.0,100,1627098876.0,4096.0,94234efcd3fdac7ca96b6c8a4bea037c,0.0,True,,,,30.97063398361206,99.0,logloss,0.08068955689668655,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.1}",103.0,,,,,0.9480794270833334,0.3053,True,,,,,,,,,,,,
1182,colorful-sponge-7721,69mrcuoj,cuda,cifar100,5877.0,100,1627098949.0,2048.0,7b7841b0a2b61de89b2da8b05d8c99d3,0.0,True,,,,30.754547119140625,99.0,logloss,0.0020821587071016743,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.0001}",103.0,,,,,0.99981689453125,0.1277,True,,,,,,,,,,,,
1183,misunderstood-sound-7718,nas86jd1,cuda,cifar100,5973.0,100,1627098044.0,4096.0,79f2164870c4f6e7a4ba2473ec727829,0.0,True,,,,31.670222759246823,99.0,logloss,352.8693033854167,,resnet50,['accuracy'],,"{'alpha': 100, 'b1': 0.9, 'b2': 0.999, 'name': 'Adam'}",103.0,,,,,0.010050455729166666,0.01,True,,,,,,,,,,,,
1184,cosmic-oath-7719,9idrv5ug,cuda,cifar100,5911.0,100,1627097982.0,2048.0,33c36bdd601808ba43a41dc3381cf320,0.0,True,,,,31.11163973808289,99.0,logloss,0.38674887890617055,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.1}",103.0,,,,,0.8693440755208334,0.2965,True,,,,,,,,,,,,
1185,zesty-leaf-7717,36b7ljnn,cuda,cifar100,5835.0,100,1627097906.0,2048.0,39ec6e494fac78d0fd1b52b9cf533737,0.0,True,,,,30.630899906158447,99.0,logloss,4.640706419944763,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 1}",103.0,,,,,0.009928385416666666,0.01,True,,,,,,,,,,,,
1186,morning-bird-7716,mwme5rpu,cuda,cifar100,3935.0,100,1627094420.0,8192.0,58afd4424a29a8f8185a53aa8b55031c,0.0,True,,,,19.675159215927124,99.0,logloss,4.613111813863118,,resnet50,['accuracy'],,"{'name': 'Adam', 'alpha': 1, 'b1': 0.9, 'b2': 0.999}",103.0,,,,,0.00994873046875,0.01,True,,,,,,,,,,,,
1187,expert-mountain-7715,2ir7jl2u,cuda,cifar100,3957.0,100,1627094442.0,8192.0,56370351e6eda99c06dd6263e05c2515,0.0,True,,,,20.148081302642822,99.0,logloss,1.6870022614796956,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.1}",103.0,,,,,0.4436238606770833,0.2536,True,,,,,,,,,,,,
1188,fancy-deluge-7714,19vrmm5u,cuda,cifar100,3918.0,100,1627094403.0,16384.0,562233705e8cce1fbbf017042f324913,0.0,True,,,,19.658595085144043,99.0,logloss,4.609652201334636,,resnet50,['accuracy'],,"{'alpha': 1, 'b1': 0.9, 'b2': 0.999, 'name': 'Adam'}",103.0,,,,,0.010009765625,0.01,True,,,,,,,,,,,,
1189,hearty-wind-7703,wi2jpplu,cuda,cifar100,3990.0,100,1627092902.0,8192.0,506b7fc6b95c4739bf61276e5f90d868,0.0,True,,,,20.144124507904053,99.0,logloss,4.625688950220744,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 10}",103.0,,,,,0.01007080078125,0.01,True,,,,,,,,,,,,
1190,icy-morning-7710,u08e2h6p,cuda,cifar100,5906.0,100,1627094818.0,4096.0,59e1a35101b00bedf3f1d9b264dcb324,0.0,True,,,,31.33307194709778,99.0,logloss,0.0012842719079344531,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.001}",103.0,,,,,0.99969482421875,0.2606,True,,,,,,,,,,,,
1191,kind-fog-7703,p2inmkuf,cuda,cifar100,4050.0,100,1627092962.0,8192.0,2602150e681b563b7bfe55bf5df48594,0.0,True,,,,20.315154314041138,99.0,logloss,0.002990117180161178,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.0001}",103.0,,,,,0.99981689453125,0.06,True,,,,,,,,,,,,
1192,vivid-snowflake-7703,3b34hd3j,cuda,cifar100,4011.0,100,1627092923.0,8192.0,24c78621fb540bf0488b333a85958906,0.0,True,,,,19.99793553352356,99.0,logloss,388.26466369628906,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 100}",103.0,,,,,0.0098876953125,0.01,True,,,,,,,,,,,,
1193,hardy-firefly-7713,36ssfow7,cuda,cifar100,5624.0,100,1627094536.0,4096.0,62b1ad3accd6771d84b7c0d3a3d0da99,0.0,True,,,,30.560792446136475,99.0,logloss,4.623937646547954,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 1}",103.0,,,,,0.010050455729166666,0.01,True,,,,,,,,,,,,
1194,soft-pine-7710,2qzh1s9w,cuda,cifar100,3982.0,100,1627092894.0,16384.0,12d339bbac161a1c0e8a530ccae037f9,0.0,True,,,,20.063512563705444,99.0,logloss,1.739052653312683,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.01}",103.0,,,,,0.276611328125,0.1865,True,,,,,,,,,,,,
1195,astral-glitter-7709,2n55fkih,cuda,cifar100,5531.0,100,1627094443.0,2048.0,6e087f4666be9361ddda35247f3c8578,0.0,True,,,,29.584781169891357,99.0,logloss,5.58529132604599,,resnet50,['accuracy'],,"{'b2': 0.999, 'name': 'Adam', 'alpha': 10, 'b1': 0.9}",103.0,,,,,0.009989420572916666,0.01,True,,,,,,,,,,,,
1196,summer-sponge-7703,2iwkxyd8,cuda,cifar100,4009.0,100,1627092921.0,16384.0,295941ff97bb12a12612cb8a5b784d30,0.0,True,,,,20.350722074508667,99.0,logloss,0.003636124388625225,,resnet50,['accuracy'],,"{'alpha': 0.0001, 'b1': 0.9, 'b2': 0.999, 'name': 'Adam'}",103.0,,,,,0.99981689453125,0.0477,True,,,,,,,,,,,,
1197,northern-tree-7703,1bwrsk7o,cuda,cifar100,5829.0,100,1627094741.0,4096.0,7741e766f9ef0d54489c4ef0dc4945f3,0.0,True,,,,31.106027603149418,99.0,logloss,5.58577295144399,,resnet50,['accuracy'],,"{'alpha': 10, 'b1': 0.9, 'b2': 0.999, 'name': 'Adam'}",103.0,,,,,0.009969075520833334,0.01,True,,,,,,,,,,,,
1198,ethereal-gorge-7712,17kp6bj0,cuda,cifar100,4001.0,100,1627092913.0,16384.0,3d02cecbb1c0f29a1aa70ca4ca4bcfa3,0.0,True,,,,20.412786960601807,99.0,logloss,398.2887776692708,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 100}",103.0,,,,,0.00994873046875,0.01,True,,,,,,,,,,,,
1199,iconic-resonance-7706,14uu8niq,cuda,cifar100,4017.0,100,1627092929.0,8192.0,3be66baa2742ff94140fd9bd50e0fa94,0.0,True,,,,20.570777893066406,99.0,logloss,0.009359525749459864,,resnet50,['accuracy'],,"{'b1': 0.9, 'b2': 0.999, 'name': 'Adam', 'alpha': 0.01}",103.0,,,,,0.99859619140625,0.3089,True,,,,,,,,,,,,
1200,light-plant-7702,24rs7ons,cuda,cifar100,3939.0,100,1627072987.0,16384.0,90126d9a7d83def6db879cc640a04099,0.0,True,,,,20.33718323707581,99.0,logloss,1.467991789182027,,resnet50,['accuracy'],,"{'alpha': 0.1, 'name': 'SGD'}",103.0,,,,,0.4517008463541667,0.1356,True,,,,,,,,,,,,
1201,lucky-smoke-7699,siwltjkr,cuda,cifar100,3977.0,100,1627073025.0,8192.0,a5ff5ed72e96795bc17c3f2764115136,0.0,True,,,,20.482483386993408,99.0,logloss,2.024425148963928,,resnet50,['accuracy'],,"{'name': 'SGD', 'alpha': 1}",103.0,,,,,0.46337890625,0.2457,True,,,,,,,,,,,,
1202,neat-meadow-7695,7pv29jeb,cuda,cifar100,4008.0,100,1627073056.0,8192.0,4dabf4b2310c764e001f32e3e458def6,0.0,True,,,,20.302607774734497,99.0,logloss,6.373509009679158,,resnet50,['accuracy'],,"{'name': 'SGD', 'alpha': 0.0001}",103.0,,,,,0.010355631510416666,0.0087,True,,,,,,,,,,,,
1203,icy-serenity-7693,348ohs97,cuda,cifar100,205.0,100,1627069253.0,8192.0,eb11236291f7e5bc092622622c8ed43d,0.0,True,,,,20.30701184272766,1.0,logloss,156769196049368.66,,resnet50,['accuracy'],,"{'name': 'SGD', 'alpha': 100}",6.0,,,,nan,0.009989420572916666,0.01,True,,,,,,,,,,,,
1204,firm-planet-7693,31mvzsba,cuda,cifar100,3980.0,100,1627073028.0,8192.0,5b41f2f21372609062223a385ecff2ba,0.0,True,,,,20.070387840270996,99.0,logloss,4.7893227736155195,,resnet50,['accuracy'],,"{'name': 'SGD', 'alpha': 0.001}",103.0,,,,,0.019978841145833332,0.016,True,,,,,,,,,,,,
1205,swift-breeze-7696,2wbsvlns,cuda,cifar100,3987.0,100,1627073035.0,8192.0,ae32886c60f66155fdb51eba2cd9c307,0.0,True,,,,20.181333541870117,99.0,logloss,4.5202436447143555,,resnet50,['accuracy'],,"{'name': 'SGD', 'alpha': 10}",103.0,,,,,0.02630615234375,0.0247,True,,,,,,,,,,,,
1206,zany-plasma-7699,2gmosl5p,cuda,cifar100,3989.0,100,1627073037.0,8192.0,cddca16760cd811f5e7e0e5a8c76076d,0.0,True,,,,20.303334951400757,99.0,logloss,3.4003303050994873,,resnet50,['accuracy'],,"{'name': 'SGD', 'alpha': 0.01}",103.0,,,,,0.18448893229166663,0.1017,True,,,,,,,,,,,,
